lakeid,lakename,year4,daynum,sampledate,depth,depth_id,dic,primary_prod_rep1,primary_prod_rep2,chla,phaeo,chla_lt_35um,phaeo_lt_35um,alk_phosphatase
"L","Paul Lake",1989,191,1989-07-10,3.75,5,,2.9700,3.4100,4.9200,2.8800,,,2.5200
"L","Paul Lake",1989,191,1989-07-10,5.25,6,,4.7200,6.6800,130.0000,,,,2.3900
"L","Paul Lake",1989,198,1989-07-17,0.00,1,,,,2.5200,0.6590,,,2.3920
"L","Paul Lake",1989,198,1989-07-17,0.75,2,,,,2.7700,0.7030,,,2.3480
"L","Paul Lake",1989,198,1989-07-17,1.50,3,,,,3.3800,0.7520,,,2.3190
"L","Paul Lake",1989,198,1989-07-17,2.50,4,,,,3.1800,1.1300,,,2.1000
"L","Paul Lake",1989,198,1989-07-17,3.50,5,,,,4.3800,1.3600,,,1.9390
"L","Paul Lake",1989,198,1989-07-17,5.25,6,,,,112.6900,10.8400,,,1.6770
"L","Paul Lake",1989,205,1989-07-24,0.00,1,,4.8700,5.9000,2.1900,0.7530,,,0.3290
"L","Paul Lake",1989,205,1989-07-24,0.85,2,,4.4600,5.4100,1.8500,1.4100,,,2.9600
"L","Paul Lake",1989,205,1989-07-24,1.70,3,,3.7400,5.1500,1.7400,0.9720,,,3.2300
"L","Paul Lake",1989,205,1989-07-24,2.25,4,,3.3500,2.7800,1.8600,1.0700,,,2.8000
"L","Paul Lake",1989,205,1989-07-24,4.50,5,,2.4700,2.1400,8.9000,2.5500,,,2.1000
"L","Paul Lake",1989,205,1989-07-24,5.40,6,,1.2500,1.7900,20.7100,7.4300,,,2.0600
"L","Paul Lake",1989,212,1989-07-31,0.00,1,,,,5.5400,2.2200,,,2.5100
"L","Paul Lake",1989,212,1989-07-31,0.65,2,,,,4.3200,2.0200,,,2.6700
"L","Paul Lake",1989,212,1989-07-31,1.40,3,,,,4.9700,2.0800,,,2.5400
"L","Paul Lake",1989,212,1989-07-31,2.50,4,,,,4.9700,2.4900,,,2.1700
"L","Paul Lake",1989,212,1989-07-31,5.00,5,,,,59.4400,8.5400,,,1.4300
"L","Paul Lake",1989,212,1989-07-31,5.50,6,,,,92.8900,30.6400,,,1.7500
"L","Paul Lake",1989,219,1989-08-07,0.00,1,,9.3500,,4.7600,2.1100,,,2.4800
"L","Paul Lake",1989,219,1989-08-07,0.60,2,,9.6800,8.8300,4.7700,1.9700,,,2.4100
"L","Paul Lake",1989,219,1989-08-07,1.50,3,,6.7700,7.7600,5.1600,2.2000,,,2.4100
"L","Paul Lake",1989,219,1989-08-07,2.30,4,,5.2500,5.3700,4.7700,1.9600,,,2.4000
"L","Paul Lake",1989,219,1989-08-07,3.50,5,,2.8700,2.9100,6.3400,2.6700,,,2.0100
"L","Paul Lake",1989,219,1989-08-07,5.00,6,,1.5200,1.6900,21.0900,1.5300,,,1.9800
"L","Paul Lake",1989,226,1989-08-14,0.00,1,,,,5.2200,2.2700,,,2.8300
"L","Paul Lake",1989,226,1989-08-14,0.75,2,,,,5.5100,2.2200,,,2.7600
"L","Paul Lake",1989,226,1989-08-14,1.50,3,,,,5.4900,2.4000,,,2.7300
"L","Paul Lake",1989,226,1989-08-14,3.10,4,,,,6.3800,2.8300,,,2.5800
"L","Paul Lake",1989,226,1989-08-14,4.00,5,,,,6.5000,3.1000,,,2.2500
"L","Paul Lake",1989,226,1989-08-14,5.85,6,,,,87.2300,9.9800,,,1.9500
"L","Paul Lake",1989,233,1989-08-21,0.00,1,,6.8200,7.5100,5.6900,3.5200,,,2.4900
"L","Paul Lake",1989,233,1989-08-21,0.85,2,,8.1100,8.5800,6.0300,3.4700,,,2.7400
"L","Paul Lake",1989,233,1989-08-21,1.70,3,,7.6200,,5.7400,3.1700,,,2.8300
"L","Paul Lake",1989,233,1989-08-21,3.00,4,,4.8400,4.1700,6.1400,3.6000,,,2.6600
"L","Paul Lake",1989,233,1989-08-21,4.00,5,,1.9100,1.7800,6.2300,3.2700,,,2.1000
"L","Paul Lake",1989,233,1989-08-21,5.65,6,,2.5600,2.5300,46.7500,10.9900,,,1.9100
"L","Paul Lake",1989,240,1989-08-28,0.00,1,,,,4.8400,2.4700,,,2.6700
"L","Paul Lake",1989,240,1989-08-28,0.75,2,,,,5.2500,2.6400,,,2.5200
"L","Paul Lake",1989,240,1989-08-28,1.60,3,,,,5.8000,2.8300,,,2.5100
"L","Paul Lake",1989,240,1989-08-28,3.00,4,,,,5.7400,3.0300,,,2.4600
"L","Paul Lake",1989,240,1989-08-28,4.00,5,,,,6.2800,3.9600,,,1.8700
"L","Paul Lake",1989,240,1989-08-28,5.50,6,,,,19.8000,4.6900,,,2.2600
"L","Paul Lake",1989,248,1989-09-05,0.00,1,,,,7.5200,1.7300,,,
"L","Paul Lake",1989,248,1989-09-05,0.75,2,,,,7.3300,1.9700,,,
"L","Paul Lake",1989,248,1989-09-05,1.55,3,,,,7.2700,2.0300,,,
"L","Paul Lake",1989,248,1989-09-05,2.70,4,,,,6.0300,1.9000,,,
"L","Paul Lake",1989,248,1989-09-05,4.50,5,,,,9.8800,2.2700,,,
"L","Paul Lake",1989,248,1989-09-05,5.35,6,,,,66.5500,19.3300,,,
"L","Paul Lake",1990,141,1990-05-21,0.00,1,,,,5.0900,3.6600,,,0.8688
"L","Paul Lake",1990,141,1990-05-21,0.75,2,,,,5.4300,4.5100,,,0.9755
"L","Paul Lake",1990,141,1990-05-21,1.50,3,,,,5.5000,3.7300,,,0.7468
"L","Paul Lake",1990,141,1990-05-21,3.00,4,,,,4.5700,4.0300,,,0.6707
"L","Paul Lake",1990,141,1990-05-21,3.50,5,,,,5.4500,5.3600,,,0.4725
"L","Paul Lake",1990,141,1990-05-21,4.75,6,,,,134.3000,98.8700,,,0.9298
"L","Paul Lake",1990,148,1990-05-28,0.00,1,,3.6860,3.3520,2.0900,1.8300,,,1.1740
"L","Paul Lake",1990,148,1990-05-28,0.75,2,,5.2110,5.4650,3.1900,2.2700,,,1.2190
"L","Paul Lake",1990,148,1990-05-28,1.50,3,,5.9140,5.2300,3.5200,2.6700,,,1.3110
"L","Paul Lake",1990,148,1990-05-28,3.00,4,,4.0020,4.4210,5.1800,4.2200,,,1.0520
"L","Paul Lake",1990,148,1990-05-28,4.00,5,,3.0970,3.5420,12.7000,9.8900,,,0.6706
"L","Paul Lake",1990,148,1990-05-28,5.00,6,,5.1090,4.6670,140.1000,82.3500,,,1.2500
"L","Paul Lake",1990,155,1990-06-04,0.00,1,,,,2.8200,3.1200,,,1.3110
"L","Paul Lake",1990,155,1990-06-04,0.75,2,,,,2.8300,2.8700,,,1.2950
"L","Paul Lake",1990,155,1990-06-04,1.50,3,,,,3.3200,3.3100,,,1.2950
"L","Paul Lake",1990,155,1990-06-04,2.00,4,,,,3.3500,3.4700,,,1.2500
"L","Paul Lake",1990,155,1990-06-04,3.00,5,,,,5.3000,5.0200,,,1.1740
"L","Paul Lake",1990,155,1990-06-04,4.50,6,,,,9.9700,8.6900,,,0.9450
"L","Paul Lake",1990,162,1990-06-11,0.00,1,,,,2.0400,2.3300,,,1.7690
"L","Paul Lake",1990,162,1990-06-11,0.75,2,,,,2.6300,2.8700,,,1.7530
"L","Paul Lake",1990,162,1990-06-11,1.50,3,,,,2.3900,2.6700,,,1.8290
"L","Paul Lake",1990,162,1990-06-11,3.00,4,,,,3.4100,3.9000,,,1.5850
"L","Paul Lake",1990,162,1990-06-11,4.00,5,,,,3.8000,4.8000,,,1.2800
"L","Paul Lake",1990,162,1990-06-11,5.00,6,,,,35.4000,20.2200,,,1.1430
"L","Paul Lake",1990,169,1990-06-18,0.00,1,,,,5.7600,5.8400,,,2.5000
"L","Paul Lake",1990,169,1990-06-18,0.75,2,,,,5.7400,6.0900,,,2.4840
"L","Paul Lake",1990,169,1990-06-18,1.50,3,,,,6.1300,6.4200,,,2.5300
"L","Paul Lake",1990,169,1990-06-18,2.50,4,,,,7.0200,8.0700,,,1.9660
"L","Paul Lake",1990,169,1990-06-18,3.75,5,,,,7.1500,10.2800,,,1.4020
"L","Paul Lake",1990,169,1990-06-18,5.00,6,,,,243.2000,140.6000,,,1.6770
"L","Paul Lake",1990,176,1990-06-25,0.00,1,,17.6880,19.2930,2.9000,3.3900,,,2.3170
"L","Paul Lake",1990,176,1990-06-25,0.75,2,,21.2430,24.2420,3.0400,3.5400,,,2.5610
"L","Paul Lake",1990,176,1990-06-25,1.50,3,,20.8090,21.7420,3.2200,4.0500,,,2.2710
"L","Paul Lake",1990,176,1990-06-25,2.50,4,,17.5320,21.5140,3.6000,5.6800,,,2.2100
"L","Paul Lake",1990,176,1990-06-25,3.50,5,,7.5430,5.2760,4.6500,7.3900,,,1.8290
"L","Paul Lake",1990,176,1990-06-25,5.00,6,,16.0400,15.6340,32.3700,25.6100,,,1.4170
"L","Paul Lake",1990,183,1990-07-02,0.00,1,,,,3.4300,4.6700,,,2.9720
"L","Paul Lake",1990,183,1990-07-02,0.75,2,,,,3.1600,4.9500,,,3.0940
"L","Paul Lake",1990,183,1990-07-02,1.75,3,,,,3.7400,5.3500,,,3.1250
"L","Paul Lake",1990,183,1990-07-02,2.75,4,,,,4.1000,7.2500,,,2.9570
"L","Paul Lake",1990,183,1990-07-02,3.50,5,,,,3.6200,7.6800,,,2.6520
"L","Paul Lake",1990,183,1990-07-02,5.50,6,,,,94.6400,92.3300,,,2.4080
"L","Paul Lake",1990,190,1990-07-09,0.00,1,,,,4.5400,5.3300,,,2.5000
"L","Paul Lake",1990,190,1990-07-09,0.75,2,,,,4.3300,5.5500,,,2.4690
"L","Paul Lake",1990,190,1990-07-09,1.50,3,,,,5.0300,6.2600,,,2.5000
"L","Paul Lake",1990,190,1990-07-09,2.50,4,,,,4.5900,6.3300,,,2.2560
"L","Paul Lake",1990,190,1990-07-09,3.25,5,,,,5.1700,7.7800,,,2.2710
"L","Paul Lake",1990,190,1990-07-09,5.00,6,,,,25.5600,28.7200,,,1.3110
"L","Paul Lake",1990,197,1990-07-16,0.00,1,,,,3.0800,4.3400,,,2.4840
"L","Paul Lake",1990,197,1990-07-16,0.75,2,,,,3.2600,4.5000,,,2.4230
"L","Paul Lake",1990,197,1990-07-16,1.50,3,,,,3.3100,4.5900,,,2.4390
"L","Paul Lake",1990,197,1990-07-16,2.50,4,,,,3.2600,4.9100,,,2.3620
"L","Paul Lake",1990,197,1990-07-16,3.50,5,,,,4.3100,6.6200,,,1.9050
"L","Paul Lake",1990,197,1990-07-16,5.50,6,,,,45.4900,51.5500,,,1.7220
"L","Paul Lake",1990,204,1990-07-23,0.00,1,,14.2940,14.1800,3.0900,3.7300,,,2.8940
"L","Paul Lake",1990,204,1990-07-23,0.75,2,,14.5820,13.2370,3.3100,3.9600,,,2.2730
"L","Paul Lake",1990,204,1990-07-23,1.50,3,,11.5280,8.7950,3.2300,4.0800,,,2.2270
"L","Paul Lake",1990,204,1990-07-23,2.50,4,,8.1670,6.9680,3.5100,4.0500,,,2.0900
"L","Paul Lake",1990,204,1990-07-23,3.50,5,,7.8640,6.6680,3.7900,5.6700,,,1.7510
"L","Paul Lake",1990,204,1990-07-23,5.25,6,,3.3420,2.7200,9.4200,13.4200,,,1.0840
"L","Paul Lake",1990,211,1990-07-30,0.00,1,,,,3.7400,4.1200,,,2.1640
"L","Paul Lake",1990,211,1990-07-30,0.75,2,,,,3.7200,3.9900,,,2.2560
"L","Paul Lake",1990,211,1990-07-30,1.50,3,,,,3.9200,4.1300,,,2.4540
"L","Paul Lake",1990,211,1990-07-30,3.00,4,,,,4.0600,4.6000,,,2.3780
"L","Paul Lake",1990,211,1990-07-30,4.25,5,,,,7.3600,9.2200,,,1.8590
"L","Paul Lake",1990,211,1990-07-30,5.00,6,,,,11.4000,16.1000,,,1.5090
"L","Paul Lake",1990,218,1990-08-06,0.00,1,,,,2.6100,2.8900,,,1.9510
"L","Paul Lake",1990,218,1990-08-06,0.75,2,,,,2.7000,3.0500,,,2.0880
"L","Paul Lake",1990,218,1990-08-06,1.75,3,,,,2.7400,3.2000,,,2.1340
"L","Paul Lake",1990,218,1990-08-06,3.00,4,,,,2.9100,3.6000,,,1.9970
"L","Paul Lake",1990,218,1990-08-06,3.80,5,,,,3.5600,4.9100,,,1.6760
"L","Paul Lake",1990,218,1990-08-06,5.70,6,,,,24.9900,29.5300,,,2.0270
"L","Paul Lake",1990,225,1990-08-13,0.00,1,,,,2.8500,3.1900,,,1.8440
"L","Paul Lake",1990,225,1990-08-13,0.80,2,,,,2.9200,3.4100,,,2.0880
"L","Paul Lake",1990,225,1990-08-13,1.60,3,,,,3.1200,3.6500,,,2.1030
"L","Paul Lake",1990,225,1990-08-13,2.90,4,,,,3.2100,3.6100,,,2.5450
"L","Paul Lake",1990,225,1990-08-13,3.75,5,,,,3.6700,5.0500,,,2.0110
"L","Paul Lake",1990,225,1990-08-13,5.75,6,,,,22.5600,21.4000,,,1.8440
"L","Paul Lake",1990,232,1990-08-20,0.00,1,,6.6520,6.6300,3.7700,5.0300,,,1.7530
"L","Paul Lake",1990,232,1990-08-20,0.80,2,,5.9780,5.7340,3.9200,5.1600,,,1.8000
"L","Paul Lake",1990,232,1990-08-20,1.75,3,,5.2780,5.1870,4.1900,5.5300,,,1.7530
"L","Paul Lake",1990,232,1990-08-20,3.00,4,,3.4420,2.9780,3.9600,5.5500,,,2.0270
"L","Paul Lake",1990,232,1990-08-20,4.25,5,,1.8910,1.6370,2.9800,6.2300,,,1.4170
"L","Paul Lake",1990,232,1990-08-20,5.50,6,,1.8250,2.0110,21.0700,18.9600,,,0.9297
"L","Paul Lake",1990,238,1990-08-26,0.00,1,,,,3.6600,4.2000,,,1.7520
"L","Paul Lake",1990,238,1990-08-26,0.65,2,,,,3.7400,4.3700,,,1.9050
"L","Paul Lake",1990,238,1990-08-26,1.50,3,,,,3.7200,4.4300,,,2.1030
"L","Paul Lake",1990,238,1990-08-26,2.50,4,,,,4.5800,5.9800,,,1.9810
"L","Paul Lake",1990,238,1990-08-26,3.60,5,,,,6.2000,9.3900,,,1.8440
"L","Paul Lake",1990,238,1990-08-26,6.00,6,,,,18.7900,18.5400,,,1.4330
"L","Paul Lake",1990,247,1990-09-04,0.00,1,,,,5.3900,7.4800,,,
"L","Paul Lake",1990,247,1990-09-04,1.00,2,,,,5.6100,8.2500,,,
"L","Paul Lake",1990,247,1990-09-04,2.00,3,,,,5.6300,8.2700,,,
"L","Paul Lake",1990,247,1990-09-04,3.50,4,,,,5.7400,8.6800,,,
"L","Paul Lake",1990,247,1990-09-04,4.50,5,,,,5.6600,10.3000,,,
"L","Paul Lake",1990,247,1990-09-04,5.85,6,,,,34.8500,23.1400,,,
"L","Paul Lake",1990,253,1990-09-10,0.00,1,,,,6.4900,8.4200,,,1.4630
"L","Paul Lake",1990,253,1990-09-10,0.75,2,,,,6.8600,9.2300,,,1.3570
"L","Paul Lake",1990,253,1990-09-10,1.60,3,,,,7.2600,9.0700,,,1.3410
"L","Paul Lake",1990,253,1990-09-10,3.00,4,,,,6.7500,7.8600,,,1.2040
"L","Paul Lake",1990,253,1990-09-10,5.25,5,,,,5.2600,8.0000,,,0.8230
"L","Paul Lake",1990,253,1990-09-10,6.00,6,,,,73.0000,41.7900,,,1.2190
"L","Paul Lake",1991,140,1991-05-20,0.00,1,,,,3.0790,3.3060,1.5820,2.2620,
"L","Paul Lake",1991,140,1991-05-20,0.85,2,,,,2.6890,3.4840,1.3870,2.2690,
"L","Paul Lake",1991,140,1991-05-20,1.75,3,,,,2.6290,2.9630,1.6120,2.5330,
"L","Paul Lake",1991,140,1991-05-20,3.00,4,,,,3.5720,4.2100,1.9890,2.7150,
"L","Paul Lake",1991,140,1991-05-20,4.00,5,,,,6.7880,7.6550,4.7130,6.5650,
"L","Paul Lake",1991,140,1991-05-20,6.00,6,,,,44.2750,38.0320,43.5010,32.9260,
"L","Paul Lake",1991,147,1991-05-27,0.00,1,,,,6.1240,4.8910,1.8430,2.7550,
"L","Paul Lake",1991,147,1991-05-27,0.65,2,,,,6.4780,5.2720,1.5770,2.4180,
"L","Paul Lake",1991,147,1991-05-27,1.50,3,,,,7.0360,5.6920,1.6800,2.6540,
"L","Paul Lake",1991,147,1991-05-27,2.75,4,,,,5.2130,6.0650,2.2960,3.4630,
"L","Paul Lake",1991,147,1991-05-27,4.00,5,,,,12.7510,8.6680,7.7100,6.7730,
"L","Paul Lake",1991,147,1991-05-27,6.00,6,,,,58.5170,53.1840,45.6120,43.7490,
"L","Paul Lake",1991,154,1991-06-03,0.00,1,,2.8640,1.7880,6.4920,5.1350,1.3400,1.8700,
"L","Paul Lake",1991,154,1991-06-03,0.50,2,,6.9010,6.6300,6.7480,5.4910,1.3920,1.9050,
"L","Paul Lake",1991,154,1991-06-03,1.25,3,,6.2090,5.1310,4.6300,3.6310,1.5650,2.1280,
"L","Paul Lake",1991,154,1991-06-03,2.25,4,,4.5190,3.8470,4.0250,5.0320,2.3830,3.4210,
"L","Paul Lake",1991,154,1991-06-03,3.40,5,,3.2470,3.3430,4.2010,5.5600,1.8820,3.9870,
"L","Paul Lake",1991,154,1991-06-03,5.34,6,,4.3150,3.6080,20.3830,19.3940,9.4960,14.1150,
"L","Paul Lake",1991,161,1991-06-10,0.00,1,,,,4.8400,4.0340,2.1470,3.7010,
"L","Paul Lake",1991,161,1991-06-10,0.55,2,,,,4.3740,3.5810,2.0300,3.1580,
"L","Paul Lake",1991,161,1991-06-10,1.30,3,,,,2.2340,6.0280,0.8040,4.3400,
"L","Paul Lake",1991,161,1991-06-10,2.25,4,,,,3.7390,5.7590,1.6460,4.2900,
"L","Paul Lake",1991,161,1991-06-10,3.40,5,,,,4.3410,6.2990,2.5680,5.0380,
"L","Paul Lake",1991,161,1991-06-10,5.70,6,,,,21.2210,18.5570,13.3560,14.7940,
"L","Paul Lake",1991,168,1991-06-17,0.00,1,,,,3.7440,4.5220,2.1380,3.2700,
"L","Paul Lake",1991,168,1991-06-17,0.65,2,,,,3.9990,4.5750,2.2640,3.3640,
"L","Paul Lake",1991,168,1991-06-17,1.30,3,,,,4.4490,5.0480,2.5070,3.6920,
"L","Paul Lake",1991,168,1991-06-17,2.40,4,,,,,,2.4980,4.1850,
"L","Paul Lake",1991,168,1991-06-17,3.25,5,,,,5.0020,7.5730,2.7850,6.0090,
"L","Paul Lake",1991,168,1991-06-17,5.40,6,,,,27.5960,21.9720,16.1720,15.0380,
"L","Paul Lake",1991,175,1991-06-24,0.00,1,,,,3.1590,3.6560,1.9220,2.1670,
"L","Paul Lake",1991,175,1991-06-24,0.80,2,,,,3.5660,4.1280,2.4540,3.0860,
"L","Paul Lake",1991,175,1991-06-24,1.50,3,,,,3.6950,4.4170,2.5830,3.2650,
"L","Paul Lake",1991,175,1991-06-24,2.60,4,,,,4.2300,5.7950,3.1240,4.5260,
"L","Paul Lake",1991,175,1991-06-24,3.60,5,,,,4.9200,7.2150,3.7270,6.3860,
"L","Paul Lake",1991,175,1991-06-24,5.50,6,,,,61.7550,55.1300,25.7120,35.1780,
"L","Paul Lake",1991,182,1991-07-01,0.00,1,,4.0650,3.4780,3.4610,5.7730,2.5280,4.2880,
"L","Paul Lake",1991,182,1991-07-01,0.80,2,,3.2030,3.3300,3.5510,5.7700,2.3720,4.0910,
"L","Paul Lake",1991,182,1991-07-01,1.60,3,,2.4030,1.7440,4.3400,6.3440,2.3200,4.0120,
"L","Paul Lake",1991,182,1991-07-01,2.50,4,,1.0590,0.8840,3.3700,6.0610,2.5360,4.7620,
"L","Paul Lake",1991,182,1991-07-01,3.80,5,,0.8760,0.7770,5.6170,9.7720,3.9730,7.3270,
"L","Paul Lake",1991,182,1991-07-01,5.70,6,,0.4400,0.4020,31.2260,28.1340,20.1510,21.7690,
"L","Paul Lake",1991,189,1991-07-08,0.00,1,,,,3.1920,4.5470,2.1590,3.3810,
"L","Paul Lake",1991,189,1991-07-08,0.75,2,,,,3.4810,4.6530,2.0480,3.0090,
"L","Paul Lake",1991,189,1991-07-08,1.40,3,,,,4.1200,6.3000,2.0770,3.2430,
"L","Paul Lake",1991,189,1991-07-08,2.50,4,,,,3.3130,4.6670,2.2670,3.7560,
"L","Paul Lake",1991,189,1991-07-08,3.50,5,,,,3.8550,7.1950,2.4890,4.6330,
"L","Paul Lake",1991,189,1991-07-08,5.50,6,,,,13.3810,18.0900,9.7260,10.4680,
"L","Paul Lake",1991,196,1991-07-15,0.00,1,,,,2.3960,3.9800,1.4070,2.6820,
"L","Paul Lake",1991,196,1991-07-15,0.70,2,,,,3.2270,4.8190,1.7140,3.1220,
"L","Paul Lake",1991,196,1991-07-15,1.60,3,,,,2.6680,4.2570,1.5560,2.7090,
"L","Paul Lake",1991,196,1991-07-15,2.50,4,,,,3.8480,5.8470,1.7610,3.1630,
"L","Paul Lake",1991,196,1991-07-15,3.50,5,,,,5.4470,10.7330,2.7760,6.2370,
"L","Paul Lake",1991,196,1991-07-15,5.50,6,,,,18.9870,20.1780,12.1460,14.4740,
"L","Paul Lake",1991,203,1991-07-22,0.00,1,,,,2.9340,3.7930,2.1240,2.9330,
"L","Paul Lake",1991,203,1991-07-22,0.75,2,,,,2.6450,3.5990,2.0450,2.7480,
"L","Paul Lake",1991,203,1991-07-22,1.50,3,,,,1.9970,3.0820,1.8080,2.4130,
"L","Paul Lake",1991,203,1991-07-22,2.60,4,,,,3.9190,6.3040,1.9720,3.6120,
"L","Paul Lake",1991,203,1991-07-22,3.80,5,,,,5.4410,9.4640,3.1770,5.6610,
"L","Paul Lake",1991,203,1991-07-22,5.80,6,,,,29.3180,29.4300,20.4060,24.5730,
"L","Paul Lake",1991,210,1991-07-29,0.00,1,,6.4530,7.8880,5.3830,5.8370,2.7760,4.4790,
"L","Paul Lake",1991,210,1991-07-29,0.50,2,,6.0200,6.6260,5.4450,5.7740,2.5360,4.2790,
"L","Paul Lake",1991,210,1991-07-29,1.20,3,,5.4260,4.7700,4.6470,6.6310,2.7820,4.4730,
"L","Paul Lake",1991,210,1991-07-29,2.40,4,,2.2210,2.2010,4.6910,7.2470,2.4950,4.2760,
"L","Paul Lake",1991,210,1991-07-29,3.40,5,,1.3530,1.1160,6.0420,9.7860,3.5750,6.5380,
"L","Paul Lake",1991,210,1991-07-29,5.80,6,,1.1470,1.3540,31.2260,24.4620,17.5440,18.5610,
"L","Paul Lake",1991,217,1991-08-05,0.00,1,,,,4.3790,4.6340,1.3160,1.6730,
"L","Paul Lake",1991,217,1991-08-05,0.70,2,,,,4.3380,4.4110,1.4510,2.3740,
"L","Paul Lake",1991,217,1991-08-05,1.50,3,,,,4.0720,4.8310,1.5420,2.5910,
"L","Paul Lake",1991,217,1991-08-05,2.50,4,,,,3.5410,4.3730,1.5180,2.6150,
"L","Paul Lake",1991,217,1991-08-05,3.40,5,,,,4.2420,5.6950,2.1470,3.8760,
"L","Paul Lake",1991,224,1991-08-12,0.00,1,,,,3.3440,3.6470,1.0970,1.6730,
"L","Paul Lake",1991,224,1991-08-12,0.65,2,,,,3.1160,3.3480,1.0440,1.5940,
"L","Paul Lake",1991,224,1991-08-12,1.50,3,,,,3.5590,3.9600,0.9980,1.6410,
"L","Paul Lake",1991,224,1991-08-12,2.50,4,,,,3.3440,3.9110,0.9680,1.7140,
"L","Paul Lake",1991,224,1991-08-12,3.40,5,,,,3.7500,5.4830,1.7050,3.7030,
"L","Paul Lake",1991,224,1991-08-12,5.50,6,,,,10.5050,12.3150,5.5460,9.4250,
"L","Paul Lake",1991,231,1991-08-19,0.00,1,,,,5.5220,4.6770,1.2230,2.9540,
"L","Paul Lake",1991,231,1991-08-19,0.90,2,,,,5.1350,4.8610,1.1730,2.8720,
"L","Paul Lake",1991,231,1991-08-19,1.60,3,,,,5.3360,6.6670,1.3840,3.1890,
"L","Paul Lake",1991,231,1991-08-19,2.60,4,,,,4.6160,5.9360,1.2320,2.8570,
"L","Paul Lake",1991,231,1991-08-19,3.40,5,,,,5.8740,7.4920,1.2520,3.4530,
"L","Paul Lake",1991,231,1991-08-19,5.20,6,,,,13.9280,18.6530,7.9110,11.0600,
"L","Paul Lake",1991,238,1991-08-26,0.00,1,,5.9340,6.2350,7.4610,7.6340,1.2230,2.6900,
"L","Paul Lake",1991,238,1991-08-26,0.70,2,,7.3500,7.8840,8.2840,7.2190,1.0940,2.5990,
"L","Paul Lake",1991,238,1991-08-26,1.40,3,,5.6730,6.1580,8.1440,7.4610,1.1560,2.8020,
"L","Paul Lake",1991,238,1991-08-26,2.35,4,,3.6950,4.1570,5.3620,7.6300,1.3370,3.3240,
"L","Paul Lake",1991,238,1991-08-26,3.10,5,,3.4210,4.6050,5.8210,8.4240,1.5480,3.9050,
"L","Paul Lake",1991,238,1991-08-26,5.15,6,,1.1040,1.1370,12.1110,16.2480,4.6120,9.7000,
"L","Paul Lake",1991,245,1991-09-02,0.00,1,,,,8.4080,8.7220,1.0000,3.3960,
"L","Paul Lake",1991,245,1991-09-02,0.60,2,,,,8.5940,7.1130,1.1200,3.6720,
"L","Paul Lake",1991,245,1991-09-02,1.25,3,,,,8.4930,8.6420,1.1790,3.7460,
"L","Paul Lake",1991,245,1991-09-02,2.30,4,,,,6.3520,7.1110,1.2520,3.7160,
"L","Paul Lake",1991,245,1991-09-02,3.10,5,,,,7.7870,8.5320,1.1760,3.7920,
"L","Paul Lake",1991,245,1991-09-02,5.25,6,,,,24.5250,23.8200,9.9120,14.5660,
"L","Paul Lake",1992,142,1992-05-21,0.00,1,,,,3.5680,3.5130,2.9360,5.0800,
"L","Paul Lake",1992,142,1992-05-21,0.95,2,,,,3.1690,3.6440,2.6380,3.4690,
"L","Paul Lake",1992,142,1992-05-21,1.35,3,,,,3.0010,3.6780,2.6510,3.2650,
"L","Paul Lake",1992,142,1992-05-21,3.10,4,,,,4.7720,6.6670,3.8700,4.7580,
"L","Paul Lake",1992,142,1992-05-21,3.90,5,,,,10.6450,12.9920,8.5650,9.6550,
"L","Paul Lake",1992,142,1992-05-21,5.50,6,,,,22.8430,21.4770,19.7470,18.4180,
"L","Paul Lake",1992,149,1992-05-28,0.00,1,,,,2.7560,2.9880,1.8040,2.2990,
"L","Paul Lake",1992,149,1992-05-28,0.95,2,,,,3.0300,2.7140,1.9240,2.6080,
"L","Paul Lake",1992,149,1992-05-28,1.90,3,,,,3.0640,3.8830,2.0890,3.1120,
"L","Paul Lake",1992,149,1992-05-28,3.15,4,,,,3.7520,4.4310,2.5050,3.8410,
"L","Paul Lake",1992,149,1992-05-28,4.10,5,,,,9.3180,12.8420,7.0780,8.6800,
"L","Paul Lake",1992,149,1992-05-28,5.70,6,,,,51.9930,56.3450,35.9400,41.4730,
"L","Paul Lake",1992,156,1992-06-04,0.00,1,,2.2790,3.0830,3.2800,2.8660,1.5850,1.4690,
"L","Paul Lake",1992,156,1992-06-04,0.95,2,,2.2800,2.5940,3.2990,3.9150,1.6500,2.0720,
"L","Paul Lake",1992,156,1992-06-04,1.75,3,,1.7450,1.9110,3.2080,3.6720,1.6050,1.8300,
"L","Paul Lake",1992,156,1992-06-04,3.15,4,,1.3370,1.4130,3.4820,5.3690,1.8650,3.4230,
"L","Paul Lake",1992,156,1992-06-04,4.30,5,,3.0600,2.9520,12.3680,12.7470,8.3020,10.4110,
"L","Paul Lake",1992,156,1992-06-04,5.90,6,,3.2250,2.8890,30.7210,33.7890,21.5730,25.4560,
"L","Paul Lake",1992,163,1992-06-11,0.00,1,,,,6.2820,5.2000,1.2490,1.1230,1.8560
"L","Paul Lake",1992,163,1992-06-11,0.88,2,,,,3.1900,3.4510,2.0400,2.5840,1.9050
"L","Paul Lake",1992,163,1992-06-11,1.70,3,,,,3.3240,3.7110,1.2430,2.0530,1.9660
