fish_id,food_item,number_indiv
911498,"ODONN",1
911503,"ODONA",3
911505,"CHIRO",1
911505,"ODONN",13
911506,"CHAOB",1
911506,"CHIRO",1
911506,"TRICH",1
911506,"OFISH",3
911507,"DAPHN",40
911507,"OTHER",2
911507,"COLEO",1
911513,"AMPHI",3
911513,"CHIRO",11
911513,"ODONN",13
911513,"TRICH",2
911513,"MOLLU",2
911513,"LEECH",1
911520,"CHIRO",70
911520,"ODONN",2
911521,"CHAOB",4
911521,"CHIRO",20
911521,"ODONN",7
911521,"TRICH",1
911521,"MOLLU",4
911522,"CHIRO",3
911522,"OFISH",5
911523,"CHAOB",1
911523,"ODONN",1
911523,"VERTE",1
911524,"DAPHN",24
911524,"ODONN",2
911524,"TRICH",1
911529,"CHIRO",2
911529,"ODONN",1
911530,"CHAOB",2
911530,"ODONN",16
911530,"LEECH",1
911533,"CHAOB",11
911533,"CHIRO",5
911533,"ODONN",10
911533,"TRICH",4
911533,"MOLLU",1
911534,"DAPHN",13
911534,"OTHER",2
911534,"CHIRO",1
911534,"COLEO",1
911534,"ODONN",1
911534,"MOLLU",1
911535,"MITES",1
911535,"ODONN",7
911535,"TRICH",1
911541,"DAPHN",2
911541,"EPHEM",1
911541,"ODONA",1
911544,"CHIRO",1
911544,"ODONN",10
911544,"MOLLU",3
911544,"CRATF",1
911545,"DAPHN",6
911545,"COLEO",1
911545,"ODONN",2
911552,"OTHER",5
911552,"ODONA",5
911554,"ODONN",18
911554,"ODONA",1
911554,"MOLLU",1
911555,"ODONN",1
911557,"CHAOB",1
911557,"CHIRO",154
911557,"ODONN",15
911557,"TRICH",2
911557,"MOLLU",2
911559,"CHAOB",1
911559,"CHIRO",20
911559,"COLEO",1
911559,"ODONN",18
911559,"TRICH",1
911559,"MOLLU",14
911564,"DAPHN",1
911564,"CHAOB",1
911564,"ODONA",1
911564,"VERTE",1
911567,"DAPHN",6
911567,"CHAOB",6
911567,"CHIRO",2
911567,"TRICH",21
911568,"CHAOB",1
911568,"CHIRO",31
911568,"ODONN",8
911568,"TRICH",2
911572,"AMPHI",3
911572,"ODONA",4
911575,"CHAOB",28
911575,"CHIRO",38
911577,"CHIRO",2
911577,"COLEO",1
911577,"ODONN",6
911580,"AMPHI",3
911580,"CHIRO",4
911580,"ODONN",21
911580,"MOLLU",1
911581,"MITES",1
911581,"CHIRO",4
911581,"COLEO",1
911581,"ODONN",12
911581,"TRICH",1
911584,"ODONN",1
911585,"EPHEM",1
911585,"CHAOB",5
911585,"CHIRO",2
911585,"MOLLU",1
911588,"ODONN",1
911588,"BASSF",7
911593,"COLEO",1
911593,"ODONN",26
911594,"DAPHN",3
911594,"CHAOB",88
911594,"CHIRO",17
911594,"ODONN",3
911597,"CHAOB",14
911597,"CHIRO",32
911597,"ODONN",6
911597,"MOLLU",2
911598,"CHAOB",1
911598,"CHIRO",3
911598,"ODONN",2
911598,"MOLLU",8
911606,"CHAOB",2
911606,"CHIRO",140
911606,"ODONN",1
911606,"MOLLU",2
911609,"OTHER",1
911609,"TRICH",1
911609,"LEECH",1
911610,"COLEO",2
911610,"ODONA",6
911610,"TRICH",1
911612,"OTHER",1
911612,"ODONN",3
911613,"ODONN",4
911615,"CHAOB",2
911615,"CHIRO",1
911615,"ODONN",15
911618,"CHAOB",2
911618,"CHIRO",3
911618,"ODONN",7
911618,"TRICH",23
911618,"MOLLU",1
911622,"CHIRO",1
911623,"OTHER",1
911623,"CHIRO",1
911623,"ODONN",2
911623,"OFISH",6
911624,"CHIRO",2
911624,"COLEO",1
911624,"ODONN",4
911628,"CHAOB",4
911628,"COLEO",1
911628,"ODONN",1
911628,"TRICH",1
911628,"LEECH",1
911629,"ODONN",1
911629,"ODONA",1
911632,"CHAOB",11
911632,"CHIRO",154
911632,"ODONN",7
911632,"MOLLU",5
911641,"ODONN",1
911645,"DAPHN",1
911645,"CHAOB",647
911645,"MITES",401
911645,"CHIRO",5
911645,"MOLLU",1
911645,"VERTE",1
911652,"DAPHN",1
911652,"COLEO",1
911652,"ODONN",1
911652,"MOLLU",1
911655,"DAPHN",1
911655,"EPHEM",4
911655,"CHAOB",7
911655,"CHIRO",2
911656,"CHAOB",13
911659,"CHAOB",1
911659,"CHIRO",63
911659,"ODONN",4
911659,"TRICH",1
911659,"MOLLU",14
911660,"DAPHN",1
911660,"CHIRO",8
911661,"DAPHN",4
911661,"COLEO",1
911661,"ODONN",1
911662,"DAPHN",181
911662,"COLEO",2
911662,"ODONN",1
911662,"TRICH",1
911665,"DAPHN",6
911665,"CHAOB",5
911665,"TRICH",10
911671,"DAPHN",1
911671,"CHAOB",1
911672,"EPHEM",5
911672,"MITES",4
911672,"CHIRO",5
911672,"BASSY",1
911673,"CHAOB",36
911673,"CHIRO",20
911673,"ODONN",4
911674,"DAPHN",3
911674,"CHAOB",3
911674,"ODONN",1
911676,"CHAOB",10
911676,"AMPHI",1
911676,"CHIRO",112
911676,"ODONN",9
911676,"TRICH",1
911676,"MOLLU",2
911680,"EPHEM",8
911680,"CHAOB",2
911680,"ODONN",1
911682,"CHAOB",1
911682,"ODONA",1
911684,"CHIRO",1
911684,"ODONN",3
911684,"TRICH",1
911685,"CHIRO",66
911685,"ODONN",4
911691,"CHAOB",2
911691,"AMPHI",1
911691,"CHIRO",4
911691,"LEECH",1
911691,"BASSF",16
911692,"MITES",7
911692,"TRICH",1
911694,"CHAOB",2
911694,"CHIRO",4
911696,"CHIRO",1
911696,"ODONN",1
911696,"TRICH",1
911696,"VERTE",1
911699,"CHAOB",6
911699,"CHIRO",94
911699,"ODONN",3
911699,"TRICH",4
911706,"OTHER",2
911706,"CHIRO",1
911706,"LEECH",1
911711,"DAPHN",1
911711,"CHIRO",4
911711,"COLEO",1
911711,"ODONN",7
911712,"CHIRO",1
911712,"ODONN",12
911715,"CHIRO",3
911715,"ODONN",12
911715,"TRICH",3
911717,"AMPHI",7
911717,"CHIRO",4
911717,"ODONN",6
911717,"TRICH",4
911718,"CHIRO",1
911718,"ODONN",2
911718,"BASSY",2
911719,"CHIRO",1
911719,"ODONN",3
911719,"BASSF",1
911720,"OTHER",1
911720,"COLEO",1
911720,"ODONN",1
911720,"TRICH",2
911724,"TRICH",1
911724,"BASSF",6
911725,"CHAOB",1
911725,"OTHER",2
911725,"COLEO",1
911725,"ODONN",13
911725,"TRICH",1
911728,"CHAOB",8
911728,"CHIRO",108
911733,"CHAOB",4
911733,"CHIRO",3
911733,"ODONN",1
911734,"EPHEM",3
911734,"CHAOB",4
911734,"CHIRO",7
911734,"ODONN",1
911737,"CHAOB",1
911737,"CHIRO",3
911737,"ODONN",1
911737,"ODONA",9
911737,"TRICH",1
911743,"CHAOB",1
911743,"AMPHI",3
911743,"CHIRO",9
911743,"ODONN",11
911744,"ODONN",1
911757,"COLEO",2
911757,"ODONN",3
911757,"CRATF",1
911758,"DAPHN",7
911758,"COLEO",1
911763,"EPHEM",4
911763,"CHAOB",1
911765,"CHAOB",4
911765,"CHIRO",7
911774,"ODONN",1
911774,"TRICH",2
911774,"BASSF",2
911776,"CHAOB",6
911776,"CHIRO",7
911776,"ODONN",2
911777,"CHIRO",2
911777,"ODONN",2
911777,"TRICH",1
911778,"CHAOB",1
911778,"CHIRO",2
911778,"ODONN",4
911778,"BASSY",2
911779,"ODONN",15
911779,"MOLLU",3
911780,"ODONN",4
911780,"ODONA",1
911789,"CHAOB",1
911789,"ODONN",1
911790,"ODONN",2
911790,"ODONA",1
911790,"BASSY",1
911797,"COLEO",1
911797,"ODONN",2
911797,"ODONA",1
911798,"OTHER",1
911798,"ODONA",2
911798,"BASSF",6
911799,"ODONA",1
911799,"BASSF",105
911802,"CHIRO",2
911805,"EPHEM",2
911805,"CHAOB",2
911805,"CHIRO",6
911805,"ODONN",9
911805,"LEECH",1
911807,"ODONN",9
911807,"TRICH",1
911816,"OTHER",1
911816,"CHIRO",2
911816,"ODONN",1
911817,"DAPHN",172
911819,"CHIRO",1
911820,"CHAOB",3
911820,"ODONN",2
911822,"ODONN",3
911822,"BASSY",2
911825,"CHAOB",1
911825,"VERTE",2
911832,"EPHEM",2
911832,"CHAOB",1
911832,"ODONA",1
911832,"BASSY",2
911835,"AMPHI",4
911835,"ODONN",6
911835,"TRICH",1
911835,"MOLLU",1
911835,"CRATF",1
911838,"ODONN",2
911838,"ODONA",1
911840,"CHIRO",142
911840,"ODONN",3
911840,"TRICH",1
911840,"MOLLU",2
911845,"ODONN",1
911845,"ODONA",1
911845,"LEECH",1
911850,"OTHER",1
911850,"COLEO",1
911850,"ODONN",9
911850,"ODONA",1
911850,"TRICH",1
911850,"LEECH",2
911852,"EPHEM",1
911852,"CHIRO",2
911852,"ODONN",2
911852,"TRICH",1
911852,"MOLLU",1
911852,"OFISH",1
911853,"ODONN",2
911854,"OTHER",1
911854,"CHIRO",1
911854,"COLEO",1
911854,"ODONN",22
911855,"DAPHN",1
911855,"CHIRO",5
911855,"ODONN",7
911856,"CHIRO",2
911856,"ODONN",18
911856,"TRICH",9
911856,"MOLLU",1
911859,"CHAOB",20
911859,"CHIRO",11
911859,"ODONN",1
911860,"CHAOB",10
911860,"CHIRO",4
911860,"ODONN",3
911860,"ODONA",1
911861,"CHAOB",1
911861,"CHIRO",18
911861,"COLEO",1
911861,"ODONN",6
911861,"TRICH",2
911863,"CHAOB",1
911863,"CHIRO",3
911863,"ODONN",6
911865,"CHIRO",57
911865,"ODONN",3
911865,"MOLLU",4
911866,"CHIRO",41
911866,"ODONN",4
911866,"TRICH",1
911867,"COLEO",1
911869,"OTHER",1
911869,"ODONN",1
911873,"EPHEM",1
911873,"CHIRO",2
911873,"ODONN",14
911873,"BASSY",1
911881,"CHAOB",1
911881,"CHIRO",2
911881,"LEECH",1
911882,"MITES",3
911882,"COLEO",2
911882,"ODONN",2
911882,"ODONA",6
911882,"TRICH",1
911883,"CHIRO",8
911883,"COLEO",1
911883,"TRICH",1
911884,"CHAOB",1
911884,"CHIRO",4
911887,"CHAOB",111
911887,"CHIRO",7
911887,"ODONN",1
911888,"EPHEM",1
911888,"ODONA",1
911888,"BASSF",10
911890,"CHAOB",1
911890,"CHIRO",4
911890,"ODONN",1
911894,"EPHEM",1
911894,"CHAOB",2
911894,"OTHER",1
911894,"COLEO",1
911894,"ODONN",1
911894,"TRICH",4
911899,"BASSF",2
911901,"CHAOB",3
911901,"COLEO",4
911901,"ODONN",5
911904,"EPHEM",1
911904,"CHAOB",1
911904,"CHIRO",4
911904,"BASSY",1
911905,"CHIRO",3
911909,"CHAOB",2
911909,"ODONN",15
911909,"TRICH",1
911911,"ODONA",1
911912,"OTHER",2
911912,"ODONN",16
911913,"CHAOB",1
911913,"CHIRO",121
911914,"CHAOB",2
911914,"CHIRO",1
911914,"COLEO",1
911914,"ODONN",1
911919,"ODONN",3
911921,"OTHER",1
911922,"MITES",184
911922,"CHIRO",5
911922,"ODONN",8
911927,"OTHER",1
911927,"ODONN",1
911927,"BASSF",10
911928,"ODONN",1
911928,"LEECH",1
911932,"EPHEM",1
911932,"CHIRO",2
911932,"ODONN",22
911932,"TRICH",4
911932,"BASSF",1
911936,"CHAOB",6
911936,"CHIRO",7
911936,"ODONN",2
911939,"CHIRO",5
911939,"BASSF",2
911941,"CHAOB",2
911941,"ODONA",2
911942,"CHAOB",1
911942,"CHIRO",2
911942,"ODONN",3
911942,"OFISH",1
911943,"ODONN",3
911948,"DAPHN",78
911948,"COLEO",16
911948,"MOLLU",1
911950,"ODONN",2
911951,"CHAOB",2
911955,"OTHER",2
911955,"CHIRO",1
911955,"ODONN",26
911955,"TRICH",1
911957,"TRICH",1
911960,"CHAOB",4
911960,"ODONN",4
911960,"TRICH",1
911963,"CHIRO",8
911963,"ODONN",11
911963,"TRICH",1
911964,"EPHEM",1
911964,"CHAOB",1
911964,"ODONN",4
911964,"ODONA",1
911964,"LEECH",1
911964,"OFISH",1
911968,"CHAOB",1
911968,"CHIRO",17
911968,"ODONN",4
911968,"TRICH",2
911968,"MOLLU",1
911969,"CHAOB",2
911969,"CHIRO",46
911969,"ODONN",10
911969,"TRICH",5
911969,"MOLLU",2
911970,"CHIRO",2
911970,"ODONN",1
911970,"MOLLU",1
911973,"CHAOB",1
911973,"ODONN",2
911979,"ODONN",5
911986,"CHAOB",12
911986,"ODONN",2
911986,"BASSF",1
911989,"DAPHN",3
911989,"CHAOB",1
911989,"TRICH",4
911992,"OTHER",1
911992,"ODONN",3
911992,"ODONA",2
911992,"TRICH",1
911994,"COLEO",1
911994,"ODONN",1
911994,"ODONA",2
911994,"BASSF",1
911995,"CHIRO",4
911995,"ODONN",11
911995,"TRICH",1
911995,"MOLLU",1
912004,"COLEO",1
912004,"ODONN",2
912004,"TRICH",1
912004,"MOLLU",1
912005,"ODONN",12
912007,"OTHER",1
912007,"ODONN",1
912007,"BASSF",1
912008,"CHAOB",144
912008,"CHIRO",2
912008,"ODONN",1
912008,"TRICH",1
912008,"BASSF",1
912009,"CHAOB",1
912009,"CHIRO",4
912011,"CHIRO",242
912012,"CHAOB",2
912012,"CHIRO",3
912017,"OTHER",11
912017,"CHIRO",1
912017,"COLEO",8
912017,"ODONN",1
912017,"BASSF",4
912017,"VERTE",1
912019,"CHAOB",2
912019,"CHIRO",2
912022,"CHAOB",3
912022,"OTHER",5
912022,"COLEO",2
912023,"CHAOB",32
912023,"OTHER",1
912023,"CHIRO",23
912024,"CHAOB",1
912024,"TRICH",4
912025,"ODONN",13
912025,"ODONA",1
912026,"ODONN",6
922267,"DAPHN",1
922267,"CHIRO",2
922267,"ODONN",1
922267,"TRICH",23
922270,"EPHEM",1
922270,"CHIRO",1
922271,"CHAOB",1
922271,"ODONN",1
922277,"DAPHN",5
922277,"CHAOB",437
922277,"CHIRO",81
922277,"TRICH",1
922287,"ODONN",37
922287,"LEECH",1
922291,"DAPHN",31
922291,"CHIRO",2
922291,"TRICH",112
922291,"MOLLU",1
922292,"CHAOB",1
922292,"CHIRO",1
922292,"ODONN",2
922292,"ODONA",1
922295,"CHAOB",48
922295,"CHIRO",40
922295,"TRICH",1
922297,"AMPHI",5
922297,"CHIRO",1
922297,"ODONN",3
922297,"TRICH",162
922298,"DAPHN",2
922298,"CHAOB",5
922298,"CHIRO",4
922222,"CHIRO",2
922222,"ODONN",2
922222,"TRICH",2
922229,"EPHEM",4
922229,"CHAOB",1
922229,"CHIRO",3
922229,"ODONN",1
922233,"ODONN",2
922235,"DAPHN",6
922235,"CHAOB",24
922151,"MOLLU",1
922152,"COLEO",1
922153,"EPHEM",1
922154,"DAPHN",86
922154,"CHAOB",65
922154,"MITES",2
922154,"CHIRO",10
922154,"ODONN",1
922154,"TRICH",13
922154,"LEECH",1
922159,"CHIRO",8
922159,"COLEO",2
922159,"ODONN",10
922159,"MOLLU",1
922160,"CHAOB",5
922160,"CHIRO",2
922160,"ODONN",2
922160,"TRICH",2
922166,"DAPHN",1
922166,"CHAOB",2
922166,"TRICH",40
922169,"DAPHN",439
922169,"CHAOB",4
922169,"CHIRO",2
922170,"OTHER",1
922170,"ODONA",1
922171,"ODONA",5
922172,"CHAOB",3
922172,"CHIRO",3
922177,"CHAOB",1
922177,"AMPHI",1
922177,"COLEO",8
922177,"ODONN",2
922177,"TRICH",1
922178,"DAPHN",231
922178,"CHAOB",2
922178,"MITES",143
922178,"CHIRO",3
922179,"DAPHN",2
922179,"CHAOB",2
922179,"TRICH",40
922182,"OTHER",1
922186,"ODONN",4
922190,"CHIRO",1
922190,"ODONN",1
922204,"ODONN",1
922208,"CHAOB",1
922208,"CHIRO",3
922208,"ODONN",5
922208,"MOLLU",3
922216,"EPHEM",2
922216,"ODONN",1
922216,"ODONA",1
922222,"CHAOB",1
922118,"ODONA",1
922125,"CHAOB",1
922125,"CHIRO",1
922125,"ODONN",5
922125,"ODONA",1
922125,"VERTE",1
922126,"ODONN",1
922131,"EPHEM",1
922131,"ODONN",5
922131,"TRICH",1
922134,"DAPHN",7
922134,"CHAOB",2
922134,"AMPHI",5
922134,"OTHER",1
922134,"ODONN",1
922134,"CRATF",1
922135,"ODONN",1
922135,"TRICH",1
922137,"CHIRO",1
922137,"ODONN",1
922138,"CHIRO",1
922138,"ODONN",6
922138,"LEECH",1
922138,"CRATF",1
922140,"ODONN",2
922141,"ODONN",3
922141,"MOLLU",1
922144,"DAPHN",17
922144,"CHAOB",1
922144,"ODONN",3
922149,"ODONN",1
922151,"CHAOB",2
922151,"CHIRO",5
922151,"ODONN",5
922102,"ODONA",1
922104,"CHAOB",3
922104,"CHIRO",1
922104,"ODONN",1
922104,"VERTE",1
922105,"EPHEM",3
922105,"CHAOB",2
922105,"CHIRO",1
922105,"ODONN",1
922106,"CHAOB",1
922106,"CHIRO",4
922106,"ODONN",3
922108,"EPHEM",2
922108,"CHAOB",3
922108,"ODONN",2
922108,"ODONA",1
922108,"OFISH",1
922109,"ODONN",2
922110,"DAPHN",25
922110,"COLEO",1
922110,"ODONN",2
922110,"MOLLU",4
922111,"OTHER",2
922111,"CHIRO",6
922111,"ODONN",3
922111,"LEECH",1
922117,"CHAOB",41
922117,"CHIRO",45
922118,"CHAOB",1
922118,"ODONN",1
922061,"CHAOB",1
922061,"ODONN",5
922061,"TRICH",1
922066,"CHAOB",25
922066,"TRICH",1
922066,"LEECH",1
922074,"ODONN",1
922074,"BASSF",12
922079,"ODONN",2
922079,"OFISH",1
922083,"CHAOB",1
922083,"CHIRO",22
922083,"ODONN",9
922085,"CHAOB",2
922085,"CHIRO",4
922085,"ODONN",1
922085,"LEECH",1
922085,"BASSF",1
922085,"VERTE",1
922087,"CHAOB",11
922087,"BASSY",1
922088,"CHAOB",4
922088,"CHIRO",4
922088,"ODONN",1
922088,"TRICH",1
922089,"CHAOB",8
922089,"CHIRO",25
922089,"COLEO",2
922089,"ODONN",4
922089,"TRICH",2
922089,"BASSF",2
922090,"CHAOB",5
922090,"CHIRO",2
922090,"COLEO",9
922090,"ODONN",2
922091,"COLEO",1
922091,"ODONA",1
922091,"BASSF",8
922094,"CHAOB",2
922094,"CHIRO",8
922094,"ODONN",1
922095,"CHIRO",1
922095,"ODONN",2
922096,"ODONN",2
922096,"TRICH",1
922096,"LEECH",1
922096,"BASSF",3
922096,"VERTE",1
922097,"ODONN",1
922097,"BASSF",3
922098,"OTHER",11
922098,"COLEO",1
922098,"ODONA",1
922098,"BASSF",2
922102,"CHIRO",1
922102,"ODONN",4
921992,"OTHER",1
921992,"ODONN",3
921992,"ODONA",2
921992,"TRICH",1
921994,"COLEO",1
921994,"ODONN",1
921994,"ODONA",2
921994,"BASSF",1
921995,"CHIRO",4
921995,"ODONN",11
921995,"TRICH",1
921995,"MOLLU",1
922004,"COLEO",1
922004,"ODONN",2
922004,"TRICH",1
922004,"MOLLU",1
922005,"ODONN",12
922007,"OTHER",1
922007,"ODONN",1
922007,"BASSF",1
922008,"CHAOB",144
922008,"CHIRO",2
922008,"ODONN",1
922008,"TRICH",1
922008,"BASSF",1
922009,"CHAOB",1
922009,"CHIRO",4
922011,"CHIRO",242
922012,"CHAOB",2
922012,"CHIRO",3
922017,"OTHER",11
922017,"CHIRO",1
922017,"COLEO",8
922017,"ODONN",1
922017,"BASSF",4
922017,"VERTE",1
922019,"CHAOB",2
922019,"CHIRO",2
922022,"CHAOB",3
922022,"OTHER",5
922022,"COLEO",2
922023,"CHAOB",32
922023,"OTHER",1
922023,"CHIRO",23
922024,"CHAOB",1
922024,"TRICH",4
922025,"ODONN",13
922025,"ODONA",1
922026,"ODONN",6
922026,"LEECH",1
922027,"EPHEM",1
922027,"CHIRO",1
922029,"CHAOB",1
922029,"CHIRO",1
922031,"ODONN",1
922031,"CRATF",1
922032,"COLEO",1
922032,"ODONN",2
922032,"BASSF",1
922042,"COLEO",1
922042,"ODONN",1
922042,"ODONA",1
922044,"CHAOB",47
922044,"MITES",1
922044,"CHIRO",8
922044,"ODONN",2
922044,"BASSF",1
922050,"TRICH",1
922050,"MOLLU",1
922051,"EPHEM",2
922051,"CHAOB",1
922051,"CHIRO",1
921968,"MOLLU",1
921969,"CHAOB",2
921969,"CHIRO",46
921969,"ODONN",10
921969,"TRICH",5
921969,"MOLLU",2
921970,"CHIRO",2
921970,"ODONN",1
921970,"MOLLU",1
921973,"CHAOB",1
921973,"ODONN",2
921979,"ODONN",5
921986,"CHAOB",12
921986,"ODONN",2
921986,"BASSF",1
921989,"DAPHN",3
921989,"CHAOB",1
921989,"TRICH",4
921927,"BASSF",10
921928,"ODONN",1
921928,"LEECH",1
921932,"EPHEM",1
921932,"CHIRO",2
921932,"ODONN",22
921932,"TRICH",4
921932,"BASSF",1
921936,"CHAOB",6
921936,"CHIRO",7
921936,"ODONN",2
921939,"CHIRO",5
921939,"BASSF",2
921941,"CHAOB",2
921941,"ODONA",2
921942,"CHAOB",1
921942,"CHIRO",2
921942,"ODONN",3
921942,"OFISH",1
921943,"ODONN",3
921948,"DAPHN",78
921948,"COLEO",16
921948,"MOLLU",1
921950,"ODONN",2
921951,"CHAOB",2
921955,"OTHER",2
921955,"CHIRO",1
921955,"ODONN",26
921955,"TRICH",1
921957,"TRICH",1
921960,"CHAOB",4
921960,"ODONN",4
921960,"TRICH",1
921963,"CHIRO",8
921963,"ODONN",11
921963,"TRICH",1
921964,"EPHEM",1
921964,"CHAOB",1
921964,"ODONN",4
921964,"ODONA",1
921964,"LEECH",1
921964,"OFISH",1
921968,"CHAOB",1
921968,"CHIRO",17
921968,"ODONN",4
921968,"TRICH",2
921887,"ODONN",1
921888,"EPHEM",1
921888,"ODONA",1
921888,"BASSF",10
921890,"CHAOB",1
921890,"CHIRO",4
921890,"ODONN",1
921894,"EPHEM",1
921894,"CHAOB",2
921894,"OTHER",1
921894,"COLEO",1
921894,"ODONN",1
921894,"TRICH",4
921899,"BASSF",2
921901,"CHAOB",3
921901,"COLEO",4
921901,"ODONN",5
921904,"EPHEM",1
921904,"CHAOB",1
921904,"CHIRO",4
921904,"BASSY",1
921905,"CHIRO",3
921909,"CHAOB",2
921909,"ODONN",15
921909,"TRICH",1
921911,"ODONA",1
921912,"OTHER",2
921912,"ODONN",16
921913,"CHAOB",1
960809,"OTHER",3
960809,"CHIRO",2
960809,"ODONN",2
960809,"TRICH",2
960809,"LEECH",1
960810,"CHAOB",2
960810,"MITES",7
960810,"CHIRO",70
960810,"ODONA",1
960811,"EPHEM",1
960811,"CHAOB",1
960811,"CHIRO",4
960811,"ODONN",17
960811,"LEECH",1
960812,"MITES",11
960812,"ODONN",5
960812,"BASSF",6
960813,"MITES",8
960813,"ODONN",1
960813,"BASSF",3
960817,"CHAOB",1
960817,"ODONN",12
960817,"TRICH",1
960817,"LEECH",1
960820,"EPHEM",2
960820,"OTHER",3
960820,"CHIRO",2
960852,"DAPHN",412
960852,"EPHEM",2
960852,"CHAOB",4
960852,"CHIRO",3
960852,"ODONN",1
960853,"CHAOB",3
960853,"OTHER",18
960854,"CHIRO",3
960855,"EPHEM",3
960855,"CHAOB",1
960855,"CHIRO",57
960855,"ODONN",4
960857,"CHAOB",1
960857,"OTHER",35
960857,"CHIRO",4
960857,"TRICH",1
960860,"OTHER",1
960862,"EPHEM",1
960862,"CHAOB",14
960862,"MITES",1
960862,"CHIRO",10
960862,"ODONN",2
960715,"CHAOB",35
960715,"MITES",15
960715,"CHIRO",18
960715,"ODONN",1
960715,"TRICH",1
960720,"CHAOB",3
960720,"MITES",2
960720,"CHIRO",175
960720,"OFISH",1
960721,"CHIRO",50
960721,"BASSF",8
960726,"CHAOB",25
960726,"CHIRO",86
960726,"BASSF",2
960727,"EPHEM",2
960727,"CHAOB",1
960727,"CHIRO",2
960727,"ODONN",4
960729,"OTHER",1
960730,"OTHER",2
960730,"CHIRO",3
960730,"ODONN",1
960730,"TRICH",1
960731,"OTHER",1
960731,"CHIRO",23
960739,"OTHER",1
960739,"CHIRO",1
960739,"ODONN",3
960740,"OTHER",6
960740,"CHIRO",1
960740,"ODONN",2
960740,"TRICH",1
960741,"EPHEM",1
960741,"CHAOB",5
960741,"MITES",5
960741,"CHIRO",15
960745,"CHAOB",2
960745,"MITES",60
960745,"OTHER",4
960745,"CHIRO",1
960747,"CHIRO",1
960751,"DAPHN",21
960751,"OTHER",1
960751,"CHIRO",10
960751,"TRICH",1
960752,"OTHER",1
960752,"CHIRO",2
960752,"ODONN",1
960756,"CHAOB",5
960756,"ODONN",10
960756,"BASSF",1
960758,"OTHER",29
960758,"ODONN",1
960759,"DAPHN",575
960759,"CHAOB",16
960759,"MITES",1
960759,"CHIRO",16
960763,"ODONN",1
960765,"OTHER",1
960765,"CHIRO",34
960765,"ODONN",1
960768,"OTHER",5
960768,"CHIRO",2
960772,"MOLLU",1
960772,"OFISH",1
960774,"MITES",1
960774,"AMPHI",11
960774,"CHIRO",1
960774,"ODONN",3
960774,"TRICH",2
960774,"OFISH",1
960775,"CHAOB",2
960775,"ODONN",3
960776,"EPHEM",3
960707,"LEECH",2
960711,"EPHEM",2
960711,"CHIRO",2
960711,"ODONN",8
960714,"CHIRO",1
960714,"ODONN",2
960776,"CHIRO",1
960776,"ODONN",21
960777,"DAPHN",325
960777,"EPHEM",1
960777,"CHAOB",3
960777,"CHIRO",21
960781,"EPHEM",1
960781,"OTHER",12
960781,"CHIRO",2
960781,"ODONN",2
960782,"EPHEM",2
960782,"CHAOB",20
960506,"CHIRO",1
960506,"OFISH",1
960628,"CHIRO",1
960628,"OFISH",1
960635,"CHIRO",1
960647,"CHIRO",9
960647,"ODONN",1
960647,"OFISH",1
960648,"CHIRO",1
960648,"OFISH",1
960654,"TRICH",2
960654,"OFISH",1
960660,"EPHEM",3
960660,"CHAOB",1
960660,"MITES",2
960660,"CHIRO",114
960663,"OFISH",1
960664,"CHIRO",40
960664,"ODONN",1
960664,"OFISH",1
960665,"EPHEM",1
960665,"CHAOB",1
960665,"CHIRO",2
960665,"ODONN",3
960665,"TRICH",1
960665,"OFISH",1
960674,"CHIRO",2
960675,"OTHER",1
960675,"ODONN",1
960684,"CHIRO",5
960685,"OTHER",1
960685,"CHIRO",22
960685,"ODONN",1
960685,"OFISH",1
960686,"CHIRO",2
960686,"OFISH",2
960689,"CHIRO",27
960696,"AMPHI",1
960696,"CHIRO",4
960696,"ODONN",3
960696,"ODONA",1
960698,"CHAOB",33
960698,"CHIRO",26
960698,"ODONN",1
960700,"CHIRO",1
960700,"TRICH",1
960700,"MOLLU",1
960703,"OTHER",1
960703,"TRICH",1
960704,"AMPHI",9
960704,"CHIRO",17
960704,"TRICH",1
951636,"LEECH",1
951637,"ODONN",1
951637,"LEECH",1
951638,"DAPHN",7
951638,"EPHEM",6
951638,"CHIRO",1
951640,"DAPHN",6
951640,"EPHEM",2
951640,"CHIRO",4
951640,"ODONN",1
951640,"MOLLU",1
951643,"OTHER",2
951643,"CHIRO",1
951645,"OTHER",2
951645,"ODONN",2
951645,"ODONA",1
951645,"TRICH",2
951645,"LEECH",3
951645,"BASSF",1
951647,"ODONN",2
951650,"DAPHN",26
951650,"BASSF",16
951650,"OFISH",2
951651,"CRATF",1
951656,"ODONN",1
951656,"OFISH",9
951657,"OTHER",1
951657,"OFISH",1
951660,"LEECH",1
951660,"OFISH",2
951661,"VERTE",3
951662,"OFISH",1
951667,"DAPHN",528
951667,"CHIRO",6
960705,"EPHEM",7
960705,"OTHER",1
960705,"CHIRO",2
960705,"ODONN",15
960706,"OFISH",1
960707,"ODONN",2
951622,"ODONN",1
951622,"ODONA",1
951622,"TRICH",2
951622,"BASSF",1
951624,"OFISH",2
951625,"POLYP",2
951625,"CHIRO",4
951625,"MOLLU",96
951625,"OFISH",3
951627,"CHAOB",1
951627,"OTHER",1
951630,"ODONN",1
951630,"TRICH",2
951630,"LEECH",1
951630,"OFISH",2
951631,"ODONN",1
