lakeid,lakename,year4,daynum,sampledate,old_taxon_code,standard_taxon_code,group_code,taxon_name,net_efficiency,number_per_net,vol_haul,density,mean_length,mean_individ_biomass,total_biomass
"E","East Long Lake",1993,242,1993-08-30,"COPD","COPD","OCOP","Copepodite",0.168,74.0,848,0.519,0.540,1.622,0.843
"E","East Long Lake",1993,242,1993-08-30,"NAUP","NAUP","OCOP","Nauplii",0.112,380.0,848,4.001,0.197,0.937,3.748
"E","East Long Lake",1993,242,1993-08-30,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.173,190.0,848,1.295,0.120,0.003,0.004
"E","East Long Lake",1993,242,1993-08-30,"KTAU","KTAU","ROT","Keratella taurocephala",0.173,505.0,848,3.442,0.121,0.004,0.012
"E","East Long Lake",1993,242,1993-08-30,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,1235.0,848,18.938,0.140,0.077,1.455
"E","East Long Lake",1993,249,1993-09-06,"DPUL","DPUL","CLAD","Daphnia pulex",0.073,418.0,848,6.725,1.312,14.630,98.384
"E","East Long Lake",1993,249,1993-09-06,"DROS","DROS","CLAD","Daphnia rosea",0.073,1554.0,848,25.001,1.081,8.648,216.201
"E","East Long Lake",1993,249,1993-09-06,"BOS","BOS","CLAD","Bosmina longirostris",0.143,47.5,848,0.392,0.346,1.025,0.402
"E","East Long Lake",1993,249,1993-09-06,"MESO","MESO","CCOP","Mesocyclops edax",0.414,42.0,848,0.120,0.953,4.341,0.519
"E","East Long Lake",1993,249,1993-09-06,"COPD","COPD","OCOP","Copepodite",0.168,118.0,848,0.828,0.523,1.493,1.237
"E","East Long Lake",1993,249,1993-09-06,"NAUP","NAUP","OCOP","Nauplii",0.112,237.5,848,2.501,0.201,0.947,2.367
"E","East Long Lake",1993,249,1993-09-06,"KTAU","KTAU","ROT","Keratella taurocephala",0.173,1125.0,848,7.669,0.121,0.004,0.027
"E","East Long Lake",1993,249,1993-09-06,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,190.0,848,2.914,0.140,0.077,0.224
"E","East Long Lake",1993,249,1993-09-06,"KLONG","KLONG","ROT","Kellicotia longispina",0.173,31.7,848,0.216,0.130,0.007,0.001
"E","East Long Lake",1993,249,1993-09-06,"PLOES","GPLOES","ROT","Ploesoma sp.",0.606,15.9,848,0.031,0.121,0.027,0.001
"E","East Long Lake",1994,137,1994-05-17,"DROS","DROS","CLAD","Daphnia rosea",0.065,8.0,848,0.145,1.508,21.367,3.101
"E","East Long Lake",1994,137,1994-05-17,"FIL","FIL","ROT","Filinia sp.",0.156,316.8,848,2.395,0.160,0.053,0.128
"E","East Long Lake",1994,137,1994-05-17,"BOS","BOS","CLAD","Bosmina longirostris",0.137,4.0,848,0.034,0.201,0.260,0.009
"E","East Long Lake",1994,137,1994-05-17,"SYNCH","SYNCH","ROT","Synchaeta sp.",0.606,5670.7,848,11.035,0.161,0.050,0.553
"E","East Long Lake",1994,137,1994-05-17,"MESO","MESO","CCOP","Mesocyclops edax",0.339,32.0,848,0.111,1.286,14.272,1.589
"E","East Long Lake",1994,137,1994-05-17,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,697.0,848,6.133,0.667,6.825,41.861
"E","East Long Lake",1994,137,1994-05-17,"COPD","COPD","OCOP","Copepodite",0.185,8.0,848,0.051,0.482,1.215,0.062
"E","East Long Lake",1994,137,1994-05-17,"NAUP","NAUP","OCOP","Nauplii",0.156,221.8,848,1.676,0.229,1.006,1.687
"E","East Long Lake",1994,137,1994-05-17,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,1805.8,848,13.650,0.120,0.003,0.047
"E","East Long Lake",1994,137,1994-05-17,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,506.9,848,3.832,0.121,0.004,0.014
"E","East Long Lake",1994,137,1994-05-17,"KTEST","KTEST","ROT","Keratella testudo",0.156,1584.0,848,11.974,0.130,0.004,0.053
"E","East Long Lake",1994,137,1994-05-17,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,380.2,848,5.822,0.140,0.077,0.447
"E","East Long Lake",1994,143,1994-05-23,"BOS","BOS","CLAD","Bosmina longirostris",0.137,40.0,848,0.344,0.217,0.316,0.109
"E","East Long Lake",1994,143,1994-05-23,"CHYD","FCHYD","CLAD","Chydorus",0.128,16.0,848,0.147,0.241,0.412,0.061
"E","East Long Lake",1994,143,1994-05-23,"MESO","MESO","CCOP","Mesocyclops edax",0.339,96.0,848,0.334,0.995,5.157,1.722
"E","East Long Lake",1994,143,1994-05-23,"COPD","COPD","OCOP","Copepodite",0.185,112.0,848,0.714,0.488,1.254,0.895
"E","East Long Lake",1994,143,1994-05-23,"NAUP","NAUP","OCOP","Nauplii",0.156,1393.9,848,10.537,0.216,0.979,10.318
"E","East Long Lake",1994,143,1994-05-23,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,2027.5,848,15.327,0.120,0.003,0.053
"E","East Long Lake",1994,143,1994-05-23,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,1995.8,848,15.087,0.121,0.004,0.053
"E","East Long Lake",1994,143,1994-05-23,"KTEST","KTEST","ROT","Keratella testudo",0.156,601.9,848,4.550,0.130,0.004,0.020
"E","East Long Lake",1994,143,1994-05-23,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,158.4,848,2.426,0.140,0.077,0.186
"E","East Long Lake",1994,143,1994-05-23,"FIL","FIL","ROT","Filinia sp.",0.156,221.8,848,1.676,0.160,0.053,0.089
"E","East Long Lake",1994,143,1994-05-23,"SYNCH","SYNCH","ROT","Synchaeta sp.",0.606,10802.9,848,21.022,0.161,0.050,1.053
"E","East Long Lake",1994,143,1994-05-23,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,31.7,848,0.279,0.482,2.576,0.718
"E","East Long Lake",1994,143,1994-05-23,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.243,1.0,848,0.005,0.140,2.838,0.014
"E","East Long Lake",1994,150,1994-05-30,"DROS","DROS","CLAD","Daphnia rosea",0.065,24.0,848,0.435,0.777,3.519,1.532
"E","East Long Lake",1994,150,1994-05-30,"BOS","BOS","CLAD","Bosmina longirostris",0.137,96.0,848,0.826,0.291,0.663,0.548
"E","East Long Lake",1994,150,1994-05-30,"CHYD","FCHYD","CLAD","Chydorus",0.128,48.0,848,0.442,0.271,0.554,0.245
"E","East Long Lake",1994,150,1994-05-30,"MESO","MESO","CCOP","Mesocyclops edax",0.339,208.0,848,0.724,0.976,4.777,3.456
"E","East Long Lake",1994,150,1994-05-30,"DTHO","DT-CYV","OCOP","Diacyclops thomasi",0.339,48.0,848,0.167,0.764,3.937,0.657
"E","East Long Lake",1994,150,1994-05-30,"COPD","COPD","OCOP","Copepodite",0.185,800.0,848,5.099,0.503,1.354,6.907
"E","East Long Lake",1994,150,1994-05-30,"NAUP","NAUP","OCOP","Nauplii",0.156,3928.3,848,29.695,0.251,1.051,31.199
"E","East Long Lake",1994,150,1994-05-30,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,8110.1,848,61.306,0.120,0.003,0.212
"E","East Long Lake",1994,150,1994-05-30,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,16600.3,848,125.486,0.121,0.004,0.445
"E","East Long Lake",1994,150,1994-05-30,"KTEST","KTEST","ROT","Keratella testudo",0.156,253.4,848,1.916,0.130,0.004,0.008
"E","East Long Lake",1994,150,1994-05-30,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,633.6,848,9.704,0.140,0.077,0.746
"E","East Long Lake",1994,150,1994-05-30,"FIL","FIL","ROT","Filinia sp.",0.156,190.1,848,1.437,0.160,0.053,0.077
"E","East Long Lake",1994,150,1994-05-30,"SYNCH","SYNCH","ROT","Synchaeta sp.",0.606,11911.7,848,23.180,0.161,0.050,1.161
"E","East Long Lake",1994,150,1994-05-30,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,190.1,848,1.673,0.547,3.764,6.297
"E","East Long Lake",1994,150,1994-05-30,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.243,1.0,848,0.005,0.140,2.838,0.014
"E","East Long Lake",1994,157,1994-06-06,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,84.0,848,1.524,1.093,8.903,13.568
"E","East Long Lake",1994,157,1994-06-06,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,73149.1,848,552.954,0.121,0.004,1.959
"E","East Long Lake",1994,157,1994-06-06,"DROS","DROS","CLAD","Daphnia rosea",0.065,328.0,848,5.951,1.042,7.818,46.521
"E","East Long Lake",1994,157,1994-06-06,"KTEST","KTEST","ROT","Keratella testudo",0.156,348.5,848,2.634,0.130,0.004,0.012
"E","East Long Lake",1994,157,1994-06-06,"BOS","BOS","CLAD","Bosmina longirostris",0.137,304.0,848,2.617,0.430,1.780,4.659
"E","East Long Lake",1994,157,1994-06-06,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,285.1,848,4.367,0.140,0.077,0.335
"E","East Long Lake",1994,157,1994-06-06,"CHYD","FCHYD","CLAD","Chydorus",0.128,158.4,848,1.459,0.281,0.607,0.886
"E","East Long Lake",1994,157,1994-06-06,"FIL","FIL","ROT","Filinia sp.",0.156,728.6,848,5.508,0.160,0.053,0.293
"E","East Long Lake",1994,157,1994-06-06,"MESO","MESO","CCOP","Mesocyclops edax",0.339,1080.0,848,3.757,1.095,7.541,28.330
"E","East Long Lake",1994,157,1994-06-06,"SYNCH","SYNCH","ROT","Synchaeta sp.",0.606,3453.1,848,6.720,0.161,0.050,0.337
"E","East Long Lake",1994,157,1994-06-06,"COPD","COPD","OCOP","Copepodite",0.185,4800.0,848,30.597,0.592,2.053,62.814
"E","East Long Lake",1994,157,1994-06-06,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,9694.1,848,85.311,0.482,2.576,219.723
"E","East Long Lake",1994,157,1994-06-06,"NAUP","NAUP","OCOP","Nauplii",0.156,5195.5,848,39.274,0.246,1.041,40.876
"E","East Long Lake",1994,157,1994-06-06,"CDOS","MSBR","ROT","Conochiloides dossuarius",0.606,2756.2,848,5.363,0.141,0.056,0.301
"E","East Long Lake",1994,157,1994-06-06,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,33105.6,848,250.254,0.120,0.003,0.865
"E","East Long Lake",1994,157,1994-06-06,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.243,87.0,848,0.422,0.140,2.838,1.198
"E","East Long Lake",1994,164,1994-06-13,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,104.0,848,1.887,0.892,5.122,9.665
"E","East Long Lake",1994,164,1994-06-13,"DROS","DROS","CLAD","Daphnia rosea",0.065,952.0,848,17.271,0.797,3.771,65.130
"E","East Long Lake",1994,164,1994-06-13,"BOS","BOS","CLAD","Bosmina longirostris",0.137,2944.0,848,25.341,0.350,1.058,26.805
"E","East Long Lake",1994,164,1994-06-13,"CHYD","FCHYD","CLAD","Chydorus",0.128,272.0,848,2.506,0.249,0.447,1.120
"E","East Long Lake",1994,164,1994-06-13,"MESO","MESO","CCOP","Mesocyclops edax",0.339,2080.0,848,7.235,1.099,7.651,55.356
"E","East Long Lake",1994,164,1994-06-13,"COPD","COPD","OCOP","Copepodite",0.185,3680.0,848,23.457,0.560,1.781,41.788
"E","East Long Lake",1994,164,1994-06-13,"NAUP","NAUP","OCOP","Nauplii",0.156,4055.0,848,30.653,0.235,1.019,31.226
"E","East Long Lake",1994,164,1994-06-13,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,34087.7,848,257.678,0.120,0.003,0.891
"E","East Long Lake",1994,164,1994-06-13,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,51891.8,848,392.264,0.121,0.004,1.390
"E","East Long Lake",1994,164,1994-06-13,"KTEST","KTEST","ROT","Keratella testudo",0.156,126.7,848,0.958,0.130,0.004,0.004
"E","East Long Lake",1994,164,1994-06-13,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,506.9,848,7.763,0.140,0.077,0.596
"E","East Long Lake",1994,164,1994-06-13,"FIL","FIL","ROT","Filinia sp.",0.156,1077.1,848,8.142,0.160,0.053,0.434
"E","East Long Lake",1994,164,1994-06-13,"SYNCH","SYNCH","ROT","Synchaeta sp.",0.606,3104.6,848,6.041,0.161,0.050,0.303
"E","East Long Lake",1994,164,1994-06-13,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,12672.0,848,111.518,0.476,2.481,276.626
"E","East Long Lake",1994,164,1994-06-13,"CDOS","MSBR","ROT","Conochiloides dossuarius",0.606,6779.5,848,13.193,0.141,0.056,0.740
"E","East Long Lake",1994,164,1994-06-13,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.243,30.0,848,0.146,0.140,2.838,0.413
"E","East Long Lake",1994,171,1994-06-20,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,832.0,848,15.094,1.335,15.339,231.531
"E","East Long Lake",1994,171,1994-06-20,"DROS","DROS","CLAD","Daphnia rosea",0.065,1948.0,848,35.341,1.177,10.889,384.837
"E","East Long Lake",1994,171,1994-06-20,"BOS","BOS","CLAD","Bosmina longirostris",0.137,3769.9,848,32.450,0.308,0.766,24.842
"E","East Long Lake",1994,171,1994-06-20,"CHYD","FCHYD","CLAD","Chydorus",0.128,158.4,848,1.459,0.305,0.747,1.090
"E","East Long Lake",1994,171,1994-06-20,"MESO","MESO","CCOP","Mesocyclops edax",0.339,1032.0,848,3.590,1.206,11.061,39.709
"E","East Long Lake",1994,171,1994-06-20,"COPD","COPD","OCOP","Copepodite",0.185,3096.0,848,19.735,0.624,2.348,46.343
"E","East Long Lake",1994,171,1994-06-20,"NAUP","NAUP","OCOP","Nauplii",0.156,2249.3,848,17.003,0.220,0.988,16.793
"E","East Long Lake",1994,171,1994-06-20,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,40930.6,848,309.405,0.120,0.003,1.069
"E","East Long Lake",1994,171,1994-06-20,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,36432.0,848,275.399,0.121,0.004,0.976
"E","East Long Lake",1994,171,1994-06-20,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,126.7,848,1.941,0.140,0.077,0.149
"E","East Long Lake",1994,171,1994-06-20,"FIL","FIL","ROT","Filinia sp.",0.156,190.1,848,1.437,0.160,0.053,0.077
"E","East Long Lake",1994,171,1994-06-20,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,31.7,848,0.279,0.482,2.576,0.718
"E","East Long Lake",1994,171,1994-06-20,"CDOS","MSBR","ROT","Conochiloides dossuarius",0.606,158.4,848,0.308,0.141,0.056,0.017
"E","East Long Lake",1994,171,1994-06-20,"CCOL","CCOL","ROT","colonial Conochilus sp.",0.243,5.0,848,0.024,0.140,2.838,0.069
"E","East Long Lake",1994,178,1994-06-27,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,1512.0,848,27.431,1.147,10.151,278.446
"E","East Long Lake",1994,178,1994-06-27,"DROS","DROS","CLAD","Daphnia rosea",0.065,2936.0,848,53.266,1.208,11.687,622.522
"E","East Long Lake",1994,178,1994-06-27,"BOS","BOS","CLAD","Bosmina longirostris",0.137,4498.6,848,38.722,0.381,1.311,50.767
"E","East Long Lake",1994,178,1994-06-27,"CHYD","FCHYD","CLAD","Chydorus",0.128,63.4,848,0.584,0.302,0.728,0.425
"E","East Long Lake",1994,178,1994-06-27,"MESO","MESO","CCOP","Mesocyclops edax",0.339,2400.0,848,8.349,1.073,6.957,58.083
"E","East Long Lake",1994,178,1994-06-27,"COPD","COPD","OCOP","Copepodite",0.185,3216.0,848,20.500,0.646,2.565,52.592
"E","East Long Lake",1994,178,1994-06-27,"NAUP","NAUP","OCOP","Nauplii",0.156,4435.2,848,33.527,0.218,0.983,32.971
"E","East Long Lake",1994,178,1994-06-27,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,60001.9,848,453.570,0.120,0.003,1.568
"E","East Long Lake",1994,178,1994-06-27,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,33707.5,848,254.804,0.121,0.004,0.903
"E","East Long Lake",1994,178,1994-06-27,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,126.7,848,1.941,0.140,0.077,0.149
"E","East Long Lake",1994,178,1994-06-27,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,63.4,848,0.558,0.482,2.576,1.436
"E","East Long Lake",1994,178,1994-06-27,"CDOS","MSBR","ROT","Conochiloides dossuarius",0.606,253.4,848,0.493,0.141,0.056,0.028
"E","East Long Lake",1994,185,1994-07-04,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,232.0,848,4.209,0.965,6.345,26.704
"E","East Long Lake",1994,185,1994-07-04,"DROS","DROS","CLAD","Daphnia rosea",0.065,1728.0,848,31.350,1.289,13.944,437.127
"E","East Long Lake",1994,185,1994-07-04,"BOS","BOS","CLAD","Bosmina longirostris",0.137,1808.0,848,15.563,0.348,1.043,16.225
"E","East Long Lake",1994,185,1994-07-04,"CHYD","FCHYD","CLAD","Chydorus",0.128,32.0,848,0.295,0.302,0.728,0.215
"E","East Long Lake",1994,185,1994-07-04,"MESO","MESO","CCOP","Mesocyclops edax",0.339,1504.0,848,5.232,1.043,6.217,32.525
"E","East Long Lake",1994,185,1994-07-04,"COPD","COPD","OCOP","Copepodite",0.185,1680.0,848,10.709,0.643,2.535,27.149
"E","East Long Lake",1994,185,1994-07-04,"NAUP","NAUP","OCOP","Nauplii",0.156,2724.5,848,20.595,0.232,1.013,20.854
"E","East Long Lake",1994,185,1994-07-04,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,53412.5,848,403.759,0.120,0.003,1.395
"E","East Long Lake",1994,185,1994-07-04,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,19261.4,848,145.602,0.121,0.004,0.516
"E","East Long Lake",1994,192,1994-07-11,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,656.0,848,11.901,0.988,6.764,80.504
"E","East Long Lake",1994,192,1994-07-11,"DROS","DROS","CLAD","Daphnia rosea",0.065,2064.0,848,37.446,1.106,9.194,344.271
"E","East Long Lake",1994,192,1994-07-11,"BOS","BOS","CLAD","Bosmina longirostris",0.137,1984.0,848,17.078,0.356,1.104,18.858
"E","East Long Lake",1994,192,1994-07-11,"CHYD","FCHYD","CLAD","Chydorus",0.128,16.0,848,0.147,0.362,1.152,0.170
"E","East Long Lake",1994,192,1994-07-11,"MESO","MESO","CCOP","Mesocyclops edax",0.339,1648.0,848,5.733,1.078,7.087,40.626
"E","East Long Lake",1994,192,1994-07-11,"COPD","COPD","OCOP","Copepodite",0.185,1568.0,848,9.995,0.592,2.053,20.519
"E","East Long Lake",1994,192,1994-07-11,"NAUP","NAUP","OCOP","Nauplii",0.156,1267.2,848,9.579,0.228,1.004,9.621
"E","East Long Lake",1994,192,1994-07-11,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,25153.9,848,190.145,0.120,0.003,0.657
"E","East Long Lake",1994,192,1994-07-11,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,11404.8,848,86.212,0.121,0.004,0.305
"E","East Long Lake",1994,192,1994-07-11,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,63.4,848,0.970,0.140,0.077,0.075
"E","East Long Lake",1994,192,1994-07-11,"LEC","LEC","ROT","Lecane sp.",0.156,126.7,848,0.958,0.201,0.081,0.078
"E","East Long Lake",1994,199,1994-07-18,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,1400.0,848,25.399,1.293,14.062,357.151
"E","East Long Lake",1994,199,1994-07-18,"DROS","DROS","CLAD","Daphnia rosea",0.065,1632.0,848,29.608,1.464,19.713,583.671
"E","East Long Lake",1994,199,1994-07-18,"BOS","BOS","CLAD","Bosmina longirostris",0.137,2192.0,848,18.868,0.335,0.947,17.865
"E","East Long Lake",1994,199,1994-07-18,"MESO","MESO","CCOP","Mesocyclops edax",0.339,1120.0,848,3.896,1.383,19.046,74.203
"E","East Long Lake",1994,199,1994-07-18,"COPD","COPD","OCOP","Copepodite",0.185,1104.0,848,7.037,0.580,1.948,13.711
"E","East Long Lake",1994,199,1994-07-18,"NAUP","NAUP","OCOP","Nauplii",0.156,1457.3,848,11.016,0.209,0.964,10.621
"E","East Long Lake",1994,199,1994-07-18,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,8490.2,848,64.180,0.120,0.003,0.222
"E","East Long Lake",1994,199,1994-07-18,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,6336.0,848,47.896,0.121,0.004,0.170
"E","East Long Lake",1994,199,1994-07-18,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,190.1,848,2.911,0.140,0.077,0.224
"E","East Long Lake",1994,199,1994-07-18,"CDOS","MSBR","ROT","Conochiloides dossuarius",0.606,697.0,848,1.356,0.141,0.056,0.076
"E","East Long Lake",1994,206,1994-07-25,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,1576.0,848,28.592,0.959,6.238,178.353
"E","East Long Lake",1994,206,1994-07-25,"DROS","DROS","CLAD","Daphnia rosea",0.065,2368.0,848,42.961,1.155,10.344,444.407
"E","East Long Lake",1994,206,1994-07-25,"BOS","BOS","CLAD","Bosmina longirostris",0.137,5504.0,848,47.376,0.320,0.843,39.950
"E","East Long Lake",1994,206,1994-07-25,"MESO","MESO","CCOP","Mesocyclops edax",0.339,1728.0,848,6.011,1.155,9.318,56.013
"E","East Long Lake",1994,206,1994-07-25,"COPD","COPD","OCOP","Copepodite",0.185,1888.0,848,12.035,0.590,2.035,24.494
"E","East Long Lake",1994,206,1994-07-25,"NAUP","NAUP","OCOP","Nauplii",0.156,1267.2,848,9.579,0.203,0.951,9.111
"E","East Long Lake",1994,206,1994-07-25,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,11024.6,848,83.338,0.120,0.003,0.288
"E","East Long Lake",1994,206,1994-07-25,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,4055.0,848,30.653,0.121,0.004,0.109
"E","East Long Lake",1994,213,1994-08-01,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,64.0,848,1.161,0.992,6.839,7.941
"E","East Long Lake",1994,213,1994-08-01,"DROS","DROS","CLAD","Daphnia rosea",0.065,336.0,848,6.096,1.268,13.334,81.283
"E","East Long Lake",1994,213,1994-08-01,"BOS","BOS","CLAD","Bosmina longirostris",0.137,264.0,848,2.272,0.312,0.791,1.797
"E","East Long Lake",1994,213,1994-08-01,"MESO","MESO","CCOP","Mesocyclops edax",0.339,768.0,848,2.672,1.064,6.729,17.976
"E","East Long Lake",1994,213,1994-08-01,"COPD","COPD","OCOP","Copepodite",0.185,1008.0,848,6.425,0.579,1.940,12.464
"E","East Long Lake",1994,213,1994-08-01,"NAUP","NAUP","OCOP","Nauplii",0.156,823.7,848,6.226,0.199,0.942,5.867
"E","East Long Lake",1994,213,1994-08-01,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,5575.7,848,42.148,0.120,0.003,0.146
"E","East Long Lake",1994,213,1994-08-01,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,1267.2,848,9.579,0.121,0.004,0.034
"E","East Long Lake",1994,220,1994-08-08,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,4492.0,848,81.495,1.173,10.789,879.239
"E","East Long Lake",1994,220,1994-08-08,"DROS","DROS","CLAD","Daphnia rosea",0.065,964.0,848,17.489,1.126,9.653,168.825
"E","East Long Lake",1994,220,1994-08-08,"BOS","BOS","CLAD","Bosmina longirostris",0.137,600.0,848,5.165,0.331,0.919,4.744
"E","East Long Lake",1994,220,1994-08-08,"MESO","MESO","CCOP","Mesocyclops edax",0.339,2432.0,848,8.460,1.181,10.179,86.114
"E","East Long Lake",1994,220,1994-08-08,"COPD","COPD","OCOP","Copepodite",0.185,1192.0,848,7.598,0.663,2.741,20.830
"E","East Long Lake",1994,220,1994-08-08,"NAUP","NAUP","OCOP","Nauplii",0.156,3168.0,848,23.948,0.207,0.960,22.986
"E","East Long Lake",1994,220,1994-08-08,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,6969.6,848,52.685,0.120,0.003,0.182
"E","East Long Lake",1994,220,1994-08-08,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,3199.7,848,24.187,0.121,0.004,0.086
"E","East Long Lake",1994,220,1994-08-08,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,570.2,848,8.733,0.140,0.077,0.671
"E","East Long Lake",1994,220,1994-08-08,"TMULT","TMULT","ROT","Trichocerca multicrinis",0.156,63.4,848,0.479,0.161,0.068,0.033
"E","East Long Lake",1994,227,1994-08-15,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,1416.0,848,25.689,1.238,12.494,320.952
"E","East Long Lake",1994,227,1994-08-15,"DROS","DROS","CLAD","Daphnia rosea",0.065,708.0,848,12.845,1.234,12.384,159.069
"E","East Long Lake",1994,227,1994-08-15,"BOS","BOS","CLAD","Bosmina longirostris",0.137,680.0,848,5.853,0.311,0.785,4.592
"E","East Long Lake",1994,227,1994-08-15,"ALON","FCHYD","CLAD","Alona",0.128,8.0,848,0.074,0.402,1.502,0.111
"E","East Long Lake",1994,227,1994-08-15,"MESO","MESO","CCOP","Mesocyclops edax",0.339,472.0,848,1.642,0.989,5.034,8.266
"E","East Long Lake",1994,227,1994-08-15,"COPD","COPD","OCOP","Copepodite",0.185,392.0,848,2.499,0.535,1.585,3.961
"E","East Long Lake",1994,227,1994-08-15,"NAUP","NAUP","OCOP","Nauplii",0.156,538.6,848,4.071,0.243,1.035,4.213
"E","East Long Lake",1994,227,1994-08-15,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,4720.3,848,35.682,0.120,0.003,0.123
"E","East Long Lake",1994,227,1994-08-15,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,1203.8,848,9.100,0.121,0.004,0.032
"E","East Long Lake",1994,227,1994-08-15,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,760.3,848,11.644,0.140,0.077,0.895
"E","East Long Lake",1994,227,1994-08-15,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,4.0,848,0.035,0.523,3.290,0.116
"E","East Long Lake",1994,234,1994-08-22,"DPUL","DPUL","CLAD","Daphnia pulex",0.065,98.0,848,1.778,0.849,4.478,7.962
"E","East Long Lake",1994,234,1994-08-22,"DROS","DROS","CLAD","Daphnia rosea",0.065,472.0,848,8.563,0.869,4.771,40.856
"E","East Long Lake",1994,234,1994-08-22,"BOS","BOS","CLAD","Bosmina longirostris",0.137,600.0,848,5.165,0.343,1.005,5.191
"E","East Long Lake",1994,234,1994-08-22,"CHYD","FCHYD","CLAD","Chydorus",0.128,4.0,848,0.037,0.322,0.857,0.032
"E","East Long Lake",1994,234,1994-08-22,"MESO","MESO","CCOP","Mesocyclops edax",0.339,740.0,848,2.574,1.103,7.762,19.980
"E","East Long Lake",1994,234,1994-08-22,"COPD","COPD","OCOP","Copepodite",0.185,428.0,848,2.728,0.633,2.436,6.645
"E","East Long Lake",1994,234,1994-08-22,"NAUP","NAUP","OCOP","Nauplii",0.156,570.2,848,4.311,0.267,1.082,4.662
"E","East Long Lake",1994,234,1994-08-22,"KCOCH","KCOCH","ROT","Keratella cochlearis",0.156,18295.2,848,138.298,0.120,0.003,0.478
"E","East Long Lake",1994,234,1994-08-22,"KTAU","KTAU","ROT","Keratella taurocephala",0.156,2043.4,848,15.446,0.121,0.004,0.055
"E","East Long Lake",1994,234,1994-08-22,"PVULG","PVULG","ROT","Polyarthra vulgaris",0.077,3500.6,848,53.612,0.140,0.077,4.119
"E","East Long Lake",1994,234,1994-08-22,"ASPLG","ASPLG","PROT","Asplanchna sp.",0.134,15.8,848,0.139,0.482,2.576,0.359
