lakeid,lakename,year4,daynum,sampledate,areal_prod_mixed,vol_prod_mixed,areal_prod_pzone,vol_prod_pzone
"L","Paul Lake",1987,180,1987-06-29,111.1036,88.8829,248.0614,45.1021
"L","Paul Lake",1987,181,1987-06-30,110.2541,88.2033,263.9552,47.9919
"L","Paul Lake",1987,182,1987-07-01,134.5960,104.6858,322.7789,58.6871
"L","Paul Lake",1987,183,1987-07-02,156.3064,118.2859,296.9331,53.9878
"L","Paul Lake",1987,184,1987-07-03,187.4547,138.1245,380.9830,69.2696
"L","Paul Lake",1987,185,1987-07-04,210.0370,150.7958,496.4044,90.2554
"L","Paul Lake",1987,186,1987-07-05,242.5079,169.7555,503.1281,91.4778
"L","Paul Lake",1987,187,1987-07-06,261.1004,178.3125,468.9069,85.2558
"L","Paul Lake",1987,188,1987-07-07,298.6332,199.0888,610.3419,110.9713
"L","Paul Lake",1987,189,1987-07-08,307.4569,209.9706,645.1730,118.8477
"L","Paul Lake",1987,190,1987-07-09,284.2997,199.0098,467.9225,87.3455
"L","Paul Lake",1987,191,1987-07-10,326.1209,234.1381,635.1300,120.1597
"L","Paul Lake",1987,192,1987-07-11,302.6572,223.0105,507.3336,97.2969
"L","Paul Lake",1987,193,1987-07-12,335.5963,253.9648,626.6997,121.8583
"L","Paul Lake",1987,194,1987-07-13,345.4019,268.6460,676.1696,133.3292
"L","Paul Lake",1987,195,1987-07-14,350.4256,280.3405,734.8795,146.9759
"L","Paul Lake",1987,196,1987-07-15,334.5202,266.0956,680.3781,136.8577
"L","Paul Lake",1987,197,1987-07-16,315.0436,249.1871,673.7432,136.3064
"L","Paul Lake",1987,198,1987-07-17,296.4733,233.1813,639.3207,130.0943
"L","Paul Lake",1987,199,1987-07-18,279.8275,218.8595,587.3565,120.2192
"L","Paul Lake",1987,200,1987-07-19,261.6826,203.5309,535.2787,110.2044
"L","Paul Lake",1987,201,1987-07-20,234.5025,181.3832,421.9173,87.3793
"L","Paul Lake",1987,202,1987-07-21,220.7335,169.7950,463.7800,96.6208
"L","Paul Lake",1987,203,1987-07-22,224.2988,173.4908,477.7695,99.6837
"L","Paul Lake",1987,204,1987-07-23,228.5929,177.7945,467.3309,97.6512
"L","Paul Lake",1987,205,1987-07-24,231.5448,181.0965,495.9100,103.7779
"L","Paul Lake",1987,206,1987-07-25,233.0243,183.2775,524.7867,109.9852
"L","Paul Lake",1987,207,1987-07-26,230.7156,182.4869,559.7953,117.4983
"L","Paul Lake",1987,208,1987-07-27,235.1551,187.0552,567.7443,119.3456
"L","Paul Lake",1987,209,1987-07-28,228.4669,182.7735,439.5703,92.5411
"L","Paul Lake",1987,210,1987-07-29,247.9538,197.2360,583.1213,123.6924
"L","Paul Lake",1987,211,1987-07-30,259.8485,205.5299,577.2096,123.3730
"L","Paul Lake",1987,212,1987-07-31,268.6946,211.3329,507.9340,109.4012
"L","Paul Lake",1987,213,1987-08-01,269.9182,211.1093,472.9530,102.6565
"L","Paul Lake",1987,214,1987-08-02,291.1346,226.4380,548.5900,120.0040
"L","Paul Lake",1987,215,1987-08-03,298.6828,231.0254,531.7466,117.2355
"L","Paul Lake",1987,216,1987-08-04,308.5180,237.3216,541.2537,120.2786
"L","Paul Lake",1987,217,1987-08-05,326.9651,246.1028,637.9643,137.4077
"L","Paul Lake",1987,218,1987-08-06,354.3082,261.0692,653.6823,136.5903
"L","Paul Lake",1987,219,1987-08-07,370.6027,267.4453,734.3926,149.0072
"L","Paul Lake",1987,220,1987-08-08,399.9275,282.7770,749.8986,147.8673
"L","Paul Lake",1987,221,1987-08-09,423.9193,293.8054,785.1014,150.5674
"L","Paul Lake",1987,222,1987-08-10,443.2173,301.2156,865.1508,161.4948
"L","Paul Lake",1987,223,1987-08-11,467.2237,311.4825,911.2919,165.6894
"L","Paul Lake",1987,224,1987-08-12,416.5281,272.4950,638.1498,115.7266
"L","Paul Lake",1987,225,1987-08-13,406.6425,261.1465,609.4235,110.2316
"L","Paul Lake",1987,226,1987-08-14,460.8277,290.6121,740.8644,133.6611
"L","Paul Lake",1987,227,1987-08-15,489.0061,302.9242,919.2531,165.4183
"L","Paul Lake",1987,228,1987-08-16,496.1755,302.0199,895.2430,160.6846
"L","Paul Lake",1987,229,1987-08-17,496.5343,297.0718,935.3198,167.4486
"L","Paul Lake",1987,230,1987-08-18,504.1920,296.5835,873.7205,156.0215
"L","Paul Lake",1987,231,1987-08-19,468.6082,277.9879,873.4470,157.1756
"L","Paul Lake",1987,232,1987-08-20,437.8594,261.9672,790.3134,143.3211
"L","Paul Lake",1987,233,1987-08-21,399.8630,241.2966,666.0664,121.7354
"L","Paul Lake",1987,234,1987-08-22,369.1674,224.7106,664.6722,122.4396
"L","Paul Lake",1987,235,1987-08-23,333.5183,204.7919,603.0742,111.9766
"L","Paul Lake",1987,236,1987-08-24,296.5592,183.7092,539.7748,101.0274
"L","Paul Lake",1987,237,1987-08-25,264.6864,165.4290,444.7392,83.9130
"L","Paul Lake",1987,238,1987-08-26,243.0361,153.2660,415.5743,78.1995
"L","Paul Lake",1987,239,1987-08-27,221.5938,141.0142,373.9370,70.1758
"L","Paul Lake",1987,240,1987-08-28,198.9694,127.7785,353.9016,66.2383
"L","Paul Lake",1987,241,1987-08-29,177.3294,114.9358,318.2498,59.4066
"L","Paul Lake",1987,242,1987-08-30,156.6942,102.5102,269.0599,50.0909
"L","Paul Lake",1987,243,1987-08-31,134.2011,88.6234,243.7498,45.2586
"L","Paul Lake",1987,244,1987-09-01,99.1702,66.1135,147.1644,27.2527
"L","Paul Lake",1987,245,1987-09-02,120.7714,80.5143,223.4054,41.3714
"L","Paul Lake",1987,246,1987-09-03,129.3982,86.2655,233.7670,43.2902
"L","Paul Lake",1987,247,1987-09-04,136.5083,91.0055,262.2845,48.5712
"L","Paul Lake",1987,248,1987-09-05,145.3338,96.8892,273.6508,50.6761
"L","Paul Lake",1987,249,1987-09-06,153.3766,102.2511,291.2336,53.9322
"L","Paul Lake",1987,250,1987-09-07,160.5557,107.0371,317.4430,58.7857
"L","Paul Lake",1988,144,1988-05-23,219.6091,146.4061,511.7739,102.3548
"L","Paul Lake",1988,145,1988-05-24,256.6046,171.0697,608.7788,120.0409
"L","Paul Lake",1988,146,1988-05-25,297.4072,198.2715,685.1180,133.2174
"L","Paul Lake",1988,147,1988-05-26,338.9933,225.9955,749.2974,143.7009
"L","Paul Lake",1988,148,1988-05-27,380.2733,253.5155,787.6301,149.0111
"L","Paul Lake",1988,149,1988-05-28,413.1009,275.4006,893.6931,166.8227
"L","Paul Lake",1988,150,1988-05-29,443.4969,295.6646,988.8712,182.1605
"L","Paul Lake",1988,151,1988-05-30,481.5311,321.0208,1040.2470,189.1358
"L","Paul Lake",1988,152,1988-05-31,444.6336,302.1782,988.8051,181.1946
"L","Paul Lake",1988,153,1988-06-01,414.3614,287.1812,882.5865,163.0107
"L","Paul Lake",1988,154,1988-06-02,375.0607,265.1944,738.7025,137.5244
"L","Paul Lake",1988,155,1988-06-03,332.6916,240.0867,814.6934,152.8915
"L","Paul Lake",1988,156,1988-06-04,298.8896,220.2345,739.1469,139.8386
"L","Paul Lake",1988,157,1988-06-05,268.0026,201.7224,647.7791,123.5546
"L","Paul Lake",1988,158,1988-06-06,232.2993,178.6918,572.2205,110.0424
"L","Paul Lake",1988,159,1988-06-07,232.1890,174.7659,580.0986,110.9478
"L","Paul Lake",1988,160,1988-06-08,239.7306,176.6436,527.7383,100.3850
"L","Paul Lake",1988,161,1988-06-09,234.0547,168.9055,581.9649,110.1015
"L","Paul Lake",1988,162,1988-06-10,234.1472,165.5586,584.1923,109.9286
"L","Paul Lake",1988,163,1988-06-11,236.7914,164.1128,576.7769,107.9529
"L","Paul Lake",1988,164,1988-06-12,238.9213,162.3737,570.0159,106.1200
"L","Paul Lake",1988,165,1988-06-13,243.4419,162.2946,546.1037,101.1303
"L","Paul Lake",1988,166,1988-06-14,224.7182,149.8121,526.6693,98.0501
"L","Paul Lake",1988,167,1988-06-15,212.7671,141.8447,451.8563,84.5720
"L","Paul Lake",1988,168,1988-06-16,195.4735,130.3157,388.6339,73.1300
"L","Paul Lake",1988,169,1988-06-17,175.6696,117.1130,408.2692,77.2401
"L","Paul Lake",1988,170,1988-06-18,160.1169,106.7446,358.9387,68.2764
"L","Paul Lake",1988,171,1988-06-19,143.5209,95.6806,311.7552,59.6253
"L","Paul Lake",1988,172,1988-06-20,123.8125,82.5416,276.0003,53.0770
"L","Paul Lake",1988,173,1988-06-21,127.7699,89.4389,223.1228,43.2648
"L","Paul Lake",1988,174,1988-06-22,134.9774,99.4571,299.3467,58.5315
"L","Paul Lake",1988,175,1988-06-23,140.8387,109.5412,286.7428,56.5408
"L","Paul Lake",1988,176,1988-06-24,140.6634,115.8405,266.7833,53.0535
"L","Paul Lake",1988,177,1988-06-25,144.0423,126.0370,326.6184,65.5108
"L","Paul Lake",1988,178,1988-06-26,142.8340,133.3117,349.7846,70.7657
"L","Paul Lake",1988,179,1988-06-27,144.7406,144.7406,324.2535,66.1742
"L","Paul Lake",1988,180,1988-06-28,130.7399,125.3671,241.2935,49.1004
"L","Paul Lake",1988,181,1988-06-29,134.3228,123.7184,357.4347,72.5230
"L","Paul Lake",1988,182,1988-06-30,130.2463,115.4081,349.6288,70.7342
"L","Paul Lake",1988,183,1988-07-01,127.6915,109.0050,332.6336,67.1019
"L","Paul Lake",1988,184,1988-07-02,124.0885,102.1906,315.0480,63.3717
"L","Paul Lake",1988,185,1988-07-03,117.3449,93.3425,308.6086,61.8986
"L","Paul Lake",1988,186,1988-07-04,111.6578,85.8906,293.2086,58.6417
"L","Paul Lake",1988,187,1988-07-05,131.1352,99.7768,313.4752,63.4198
"L","Paul Lake",1988,188,1988-07-06,149.1500,112.2635,342.0094,70.0019
"L","Paul Lake",1988,189,1988-07-07,165.8521,123.5069,375.0354,77.6701
"L","Paul Lake",1988,190,1988-07-08,189.8275,139.8729,363.5059,76.1839
"L","Paul Lake",1988,191,1988-07-09,208.8081,152.2559,373.9273,79.3179
"L","Paul Lake",1988,192,1988-07-10,225.4586,162.7021,437.4454,93.9300
"L","Paul Lake",1988,193,1988-07-11,248.3423,177.3873,436.7784,94.9518
"L","Paul Lake",1988,194,1988-07-12,243.5850,176.6938,495.5296,106.4021
"L","Paul Lake",1988,195,1988-07-13,257.2104,189.5235,475.9332,100.9555
"L","Paul Lake",1988,196,1988-07-14,254.4369,190.4875,530.0140,111.0808
"L","Paul Lake",1988,197,1988-07-15,250.4103,190.5296,407.4491,84.3830
"L","Paul Lake",1988,198,1988-07-16,264.9752,204.9532,562.4167,115.1145
"L","Paul Lake",1988,199,1988-07-17,272.7983,214.5604,557.0385,112.6956
"L","Paul Lake",1988,200,1988-07-18,275.7008,220.5607,584.0211,116.8042
"L","Paul Lake",1988,201,1988-07-19,267.4726,217.7102,589.8966,118.9993
"L","Paul Lake",1988,202,1988-07-20,264.3994,219.0291,556.4902,113.2393
"L","Paul Lake",1988,203,1988-07-21,255.7094,215.6585,566.8986,116.3721
"L","Paul Lake",1988,204,1988-07-22,248.7717,213.6689,558.7393,115.7152
"L","Paul Lake",1988,205,1988-07-23,243.9722,213.4757,537.8737,112.3915
"L","Paul Lake",1988,206,1988-07-24,235.7738,210.2441,451.7859,95.2561
"L","Paul Lake",1988,207,1988-07-25,231.0122,210.0111,509.6467,108.4355
"L","Paul Lake",1988,208,1988-07-26,234.5946,209.1926,505.6244,106.9296
"L","Paul Lake",1988,209,1988-07-27,237.9800,208.2325,497.9217,104.6682
"L","Paul Lake",1988,210,1988-07-28,236.5315,203.1558,525.8517,109.8795
"L","Paul Lake",1988,211,1988-07-29,241.9884,204.0866,510.3530,106.0080
"L","Paul Lake",1988,212,1988-07-30,240.9379,199.5935,529.5720,109.3511
"L","Paul Lake",1988,213,1988-07-31,246.4537,200.6018,474.0787,97.3182
"L","Paul Lake",1988,214,1988-08-01,248.5696,198.8557,511.2274,104.3321
"L","Paul Lake",1988,215,1988-08-02,263.9976,205.3314,512.7640,105.2595
"L","Paul Lake",1988,216,1988-08-03,278.9863,211.1248,538.3034,111.1541
"L","Paul Lake",1988,217,1988-08-04,282.1388,207.8917,475.7310,98.8165
"L","Paul Lake",1988,218,1988-08-05,305.5676,219.3819,530.2421,110.7969
"L","Paul Lake",1988,219,1988-08-06,323.3246,226.3273,621.1788,130.5781
"L","Paul Lake",1988,220,1988-08-07,341.2385,233.0410,632.3199,133.7233
"L","Paul Lake",1988,221,1988-08-08,334.5375,223.0250,523.0083,111.2784
"L","Paul Lake",1988,222,1988-08-09,353.6221,242.6818,641.4839,138.1658
"L","Paul Lake",1988,223,1988-08-10,347.1465,245.4571,654.0768,142.6336
"L","Paul Lake",1988,224,1988-08-11,341.7425,249.1872,625.8185,138.1933
"L","Paul Lake",1988,225,1988-08-12,331.9380,249.8458,595.8741,133.2626
"L","Paul Lake",1988,226,1988-08-13,309.3263,240.5871,528.1802,119.6525
"L","Paul Lake",1988,227,1988-08-14,322.0290,259.1038,623.6166,143.1251
"L","Paul Lake",1988,228,1988-08-15,314.1235,261.7696,664.5438,154.5451
"L","Paul Lake",1988,229,1988-08-16,340.2455,267.6088,675.9363,154.1223
"L","Paul Lake",1988,230,1988-08-17,321.1993,239.1909,506.3110,113.2325
"L","Paul Lake",1988,231,1988-08-18,390.9239,276.4108,691.9258,151.8332
"L","Paul Lake",1988,232,1988-08-19,388.7148,261.6350,812.1385,174.9221
"L","Paul Lake",1988,233,1988-08-20,416.0456,267.1852,836.2201,176.8441
"L","Paul Lake",1988,234,1988-08-21,461.7577,283.5354,838.9993,174.2729
"L","Paul Lake",1988,235,1988-08-22,499.3641,293.7436,816.5031,166.6333
"L","Paul Lake",1988,236,1988-08-23,470.0588,287.3722,887.7739,179.3482
"L","Paul Lake",1988,237,1988-08-24,477.0189,303.5575,849.6936,169.9387
"L","Paul Lake",1988,238,1988-08-25,456.5894,302.9503,889.1565,176.0706
"L","Paul Lake",1988,239,1988-08-26,426.9561,295.9102,921.4644,180.6793
"L","Paul Lake",1988,240,1988-08-27,435.7421,316.0824,892.6973,173.3393
"L","Paul Lake",1988,241,1988-08-28,417.8145,317.9023,911.0269,175.1975
"L","Paul Lake",1988,242,1988-08-29,409.0207,327.2165,906.4664,172.6603
"L","Paul Lake",1988,243,1988-08-30,383.4549,305.0209,933.7871,179.0825
"L","Paul Lake",1988,244,1988-08-31,379.1743,299.9119,924.8241,178.5867
"L","Paul Lake",1988,245,1988-09-01,418.6766,329.2962,845.4850,164.3999
"L","Paul Lake",1988,246,1988-09-02,402.3273,314.6694,873.8386,171.1013
"L","Paul Lake",1988,247,1988-09-03,394.5813,306.8966,869.4509,171.4410
"L","Paul Lake",1988,248,1988-09-04,414.1273,320.3195,677.1028,134.4601
"L","Paul Lake",1988,249,1988-09-05,397.3091,305.6224,827.3117,165.4623
"L","Paul Lake",1989,142,1989-05-22,167.9265,95.9580,341.0145,75.7810
"L","Paul Lake",1989,143,1989-05-23,167.2812,97.5807,409.1709,90.2109
"L","Paul Lake",1989,144,1989-05-24,166.0768,98.9393,406.6506,88.9548
"L","Paul Lake",1989,145,1989-05-25,163.0397,99.2415,482.4846,104.7253
"L","Paul Lake",1989,146,1989-05-26,164.7654,102.5207,440.1535,94.8023
"L","Paul Lake",1989,147,1989-05-27,159.9724,101.8006,509.5878,108.9195
"L","Paul Lake",1989,148,1989-05-28,161.3132,105.0412,495.5615,105.1191
"L","Paul Lake",1989,149,1989-05-29,154.3890,102.9260,375.5632,79.0659
"L","Paul Lake",1989,150,1989-05-30,146.9514,97.9676,294.1378,62.3929
"L","Paul Lake",1989,151,1989-05-31,183.2935,122.1957,421.5701,90.1066
"L","Paul Lake",1989,152,1989-06-01,199.7509,133.1673,536.0029,115.4468
"L","Paul Lake",1989,153,1989-06-02,213.9577,142.6385,528.5416,114.7222
"L","Paul Lake",1989,154,1989-06-03,224.6292,149.7528,562.3474,123.0135
"L","Paul Lake",1989,155,1989-06-04,230.5091,153.6727,599.3818,132.1472
"L","Paul Lake",1989,156,1989-06-05,251.5899,167.7266,471.4948,104.7766
"L","Paul Lake",1989,157,1989-06-06,269.9985,179.9990,604.7950,132.2989
"L","Paul Lake",1989,158,1989-06-07,293.6384,195.7589,617.6606,133.0346
"L","Paul Lake",1989,159,1989-06-08,258.3131,172.2088,418.3991,88.7513
"L","Paul Lake",1989,160,1989-06-09,326.9692,217.9794,623.7449,130.3347
"L","Paul Lake",1989,161,1989-06-10,339.9933,226.6622,821.5236,169.1372
"L","Paul Lake",1989,162,1989-06-11,363.7000,242.4667,847.9822,172.0544
"L","Paul Lake",1989,163,1989-06-12,289.8378,193.2252,442.6180,88.5236
"L","Paul Lake",1989,164,1989-06-13,277.1865,184.7910,431.0321,84.3979
"L","Paul Lake",1989,165,1989-06-14,333.1991,222.1327,617.8947,118.5003
"L","Paul Lake",1989,166,1989-06-15,338.7898,225.8599,820.0460,154.1026
"L","Paul Lake",1989,167,1989-06-16,310.1914,206.7943,893.1013,164.5187
"L","Paul Lake",1989,168,1989-06-17,297.3814,198.2543,843.2628,152.3313
"L","Paul Lake",1989,169,1989-06-18,284.7821,189.8548,688.2054,121.9604
"L","Paul Lake",1989,170,1989-06-19,262.3674,174.9116,616.0181,107.1336
"L","Paul Lake",1989,171,1989-06-20,260.8040,173.8693,637.3519,112.9484
"L","Paul Lake",1989,172,1989-06-21,267.5853,178.3902,616.4877,111.3655
"L","Paul Lake",1989,173,1989-06-22,271.7916,181.1944,555.3339,102.2984
"L","Paul Lake",1989,174,1989-06-23,273.2438,182.1625,544.2151,102.2686
"L","Paul Lake",1989,175,1989-06-24,273.4945,182.3297,619.9630,118.8970
"L","Paul Lake",1989,176,1989-06-25,279.2069,186.1379,555.0001,108.6714
"L","Paul Lake",1989,177,1989-06-26,276.8599,184.5733,511.7691,102.3538
"L","Paul Lake",1989,178,1989-06-27,268.9312,179.2874,667.9396,133.5879
"L","Paul Lake",1989,179,1989-06-28,266.4012,177.6008,663.1006,132.6201
"L","Paul Lake",1989,180,1989-06-29,255.2039,170.1359,685.2303,137.0461
"L","Paul Lake",1989,181,1989-06-30,248.1376,165.4251,532.3790,106.4758
"L","Paul Lake",1989,182,1989-07-01,245.1909,163.4606,620.0169,124.0034
"L","Paul Lake",1989,183,1989-07-02,236.0393,157.3596,624.2354,124.8471
"L","Paul Lake",1989,184,1989-07-03,228.4384,152.2923,608.7792,121.7558
"L","Paul Lake",1989,185,1989-07-04,216.9514,144.6342,623.9576,123.9065
"L","Paul Lake",1989,186,1989-07-05,209.9861,139.9907,608.9586,120.0763
"L","Paul Lake",1989,187,1989-07-06,203.6438,135.7625,587.6769,115.0696
"L","Paul Lake",1989,188,1989-07-07,191.3926,127.5951,607.0042,118.0286
"L","Paul Lake",1989,189,1989-07-08,186.6077,124.4051,551.0515,106.4099
"L","Paul Lake",1989,190,1989-07-09,182.5064,121.6709,444.8351,85.3108
"L","Paul Lake",1989,191,1989-07-10,169.3733,112.9155,388.2942,73.9608
"L","Paul Lake",1989,192,1989-07-11,174.6972,116.4648,338.2229,64.4234
"L","Paul Lake",1989,193,1989-07-12,175.4143,116.9429,364.3214,69.3945
"L","Paul Lake",1989,194,1989-07-13,170.0565,113.3710,400.8902,76.3600
"L","Paul Lake",1989,195,1989-07-14,172.0304,114.6869,398.8515,75.9717
"L","Paul Lake",1989,196,1989-07-15,172.4761,114.9841,401.9251,76.5572
"L","Paul Lake",1989,197,1989-07-16,175.1195,116.7464,394.5598,75.1543
"L","Paul Lake",1989,198,1989-07-17,174.6502,116.4334,402.0826,76.5872
"L","Paul Lake",1989,199,1989-07-18,165.5277,108.2891,296.7742,56.2986
"L","Paul Lake",1989,200,1989-07-19,165.6250,106.3647,386.5308,73.0288
"L","Paul Lake",1989,201,1989-07-20,160.2352,101.0492,380.3732,71.5756
"L","Paul Lake",1989,202,1989-07-21,154.5672,95.7496,373.6783,70.0334
"L","Paul Lake",1989,203,1989-07-22,149.7730,91.1662,359.8923,67.1799
"L","Paul Lake",1989,204,1989-07-23,143.4316,85.8138,353.0203,65.6346
"L","Paul Lake",1989,205,1989-07-24,139.1130,81.8312,325.3324,60.2467
"L","Paul Lake",1989,206,1989-07-25,162.3800,97.9879,450.6978,83.2423
"L","Paul Lake",1989,207,1989-07-26,187.3577,116.0623,525.7073,96.8408
"L","Paul Lake",1989,208,1989-07-27,210.6723,134.0642,580.8229,106.7129
"L","Paul Lake",1989,209,1989-07-28,226.8656,148.4167,665.2017,121.8956
"L","Paul Lake",1989,210,1989-07-29,207.7767,139.8497,373.9101,68.3387
"L","Paul Lake",1989,211,1989-07-30,243.6572,168.8714,476.6832,86.8954
"L","Paul Lake",1989,212,1989-07-31,285.9518,204.2513,734.0843,133.4699
"L","Paul Lake",1989,213,1989-08-01,286.6543,202.6848,769.1495,141.6854
"L","Paul Lake",1989,214,1989-08-02,290.6128,203.4289,761.7708,142.1972
"L","Paul Lake",1989,215,1989-08-03,295.6539,204.9086,727.0841,137.5565
"L","Paul Lake",1989,216,1989-08-04,296.7008,203.6182,768.3276,147.3505
"L","Paul Lake",1989,217,1989-08-05,301.5354,204.9270,718.7766,139.7621
"L","Paul Lake",1989,218,1989-08-06,303.7005,204.4138,680.5151,134.1861
"L","Paul Lake",1989,219,1989-08-07,305.5636,203.7091,600.3837,120.0767
"L","Paul Lake",1989,220,1989-08-08,314.6230,209.7487,599.1166,116.9823
"L","Paul Lake",1989,221,1989-08-09,318.3659,212.2439,631.3572,120.4224
"L","Paul Lake",1989,222,1989-08-10,325.1804,216.7869,632.5880,117.9259
"L","Paul Lake",1989,223,1989-08-11,330.5167,220.3445,648.1794,118.1577
"L","Paul Lake",1989,224,1989-08-12,335.7712,223.8475,666.4210,118.8522
"L","Paul Lake",1989,225,1989-08-13,337.9469,225.2980,633.2571,110.5436
"L","Paul Lake",1989,226,1989-08-14,295.3584,196.9056,482.0605,82.4035
"L","Paul Lake",1989,227,1989-08-15,354.4143,231.8598,668.4382,114.8238
"L","Paul Lake",1989,228,1989-08-16,361.3042,232.0302,742.7695,128.2216
"L","Paul Lake",1989,229,1989-08-17,369.0005,232.7030,752.3060,130.5116
"L","Paul Lake",1989,230,1989-08-18,383.4261,237.5206,735.5107,128.2335
"L","Paul Lake",1989,231,1989-08-19,395.0081,240.4397,722.8155,126.6510
"L","Paul Lake",1989,232,1989-08-20,405.3044,242.4898,715.7786,126.0490
"L","Paul Lake",1989,233,1989-08-21,410.3629,241.3899,758.4412,134.2374
"L","Paul Lake",1989,234,1989-08-22,407.7718,241.8985,717.0452,127.3938
"L","Paul Lake",1989,235,1989-08-23,398.9194,238.6697,730.6333,130.3040
"L","Paul Lake",1989,236,1989-08-24,386.5473,233.2613,746.7836,133.6953
"L","Paul Lake",1989,237,1989-08-25,384.8912,234.2816,708.0584,127.2505
"L","Paul Lake",1989,238,1989-08-26,377.0254,231.5068,678.9680,122.4942
"L","Paul Lake",1989,239,1989-08-27,368.4169,228.2229,711.5139,128.8641
"L","Paul Lake",1989,240,1989-08-28,360.8015,225.5009,650.7302,118.3146
"L","Paul Lake",1989,241,1989-08-29,375.6614,235.7091,741.2756,135.2384
"L","Paul Lake",1989,242,1989-08-30,394.7765,248.6781,719.7349,131.7592
"L","Paul Lake",1989,243,1989-08-31,404.4119,255.7546,696.8086,128.0016
"L","Paul Lake",1989,244,1989-09-01,425.5336,270.1800,755.7143,139.3022
"L","Paul Lake",1989,245,1989-09-02,439.6377,280.2471,833.5265,154.1783
"L","Paul Lake",1989,246,1989-09-03,457.0176,292.4913,840.2012,155.9538
"L","Paul Lake",1989,247,1989-09-04,378.9201,243.4828,553.1022,103.0225
"L","Paul Lake",1989,248,1989-09-05,483.8893,312.1866,905.4641,169.2456
"L","Paul Lake",1990,141,1990-05-21,279.7364,186.4909,526.4255,110.8264
"L","Paul Lake",1990,142,1990-05-22,267.0786,178.0524,479.5873,100.2123
"L","Paul Lake",1990,143,1990-05-23,244.0192,162.6794,426.0773,88.3716
"L","Paul Lake",1990,144,1990-05-24,233.8797,155.9198,473.9422,97.5763
"L","Paul Lake",1990,145,1990-05-25,215.2433,143.4955,477.1554,97.5208
"L","Paul Lake",1990,146,1990-05-26,199.4173,132.9448,443.0698,89.8982
"L","Paul Lake",1990,147,1990-05-27,176.9718,117.9812,472.0059,95.0803
"L","Paul Lake",1990,148,1990-05-28,159.5984,106.3989,459.7258,91.9452
"L","Paul Lake",1990,149,1990-05-29,159.3007,106.2005,451.2691,91.5618
"L","Paul Lake",1990,150,1990-05-30,159.9156,106.6104,437.7565,90.1263
"L","Paul Lake",1990,151,1990-05-31,160.8553,107.2369,421.8235,88.1422
"L","Paul Lake",1990,152,1990-06-01,165.4892,110.3261,365.4502,77.5197
"L","Paul Lake",1990,153,1990-06-02,164.3538,109.5692,322.6113,69.4855
"L","Paul Lake",1990,154,1990-06-03,159.5341,106.3561,277.8732,60.7848
"L","Paul Lake",1990,155,1990-06-04,162.5541,108.3694,334.8304,74.4068
"L","Paul Lake",1990,156,1990-06-05,142.2737,94.8491,216.2924,47.3140
"L","Paul Lake",1990,157,1990-06-06,157.2744,104.8496,329.4412,70.9566
"L","Paul Lake",1990,158,1990-06-07,155.4681,103.6454,315.1767,66.8557
"L","Paul Lake",1990,159,1990-06-08,147.2558,98.1705,262.5702,54.8654
"L","Paul Lake",1990,160,1990-06-09,143.8037,95.8691,261.5073,53.8397
"L","Paul Lake",1990,161,1990-06-10,141.7752,94.5168,321.6611,65.2646
"L","Paul Lake",1990,162,1990-06-11,139.1867,92.7911,271.8179,54.3636
"L","Paul Lake",1990,163,1990-06-12,145.2389,96.8260,240.1010,48.0202
"L","Paul Lake",1990,164,1990-06-13,194.8817,129.9211,395.8582,79.1716
"L","Paul Lake",1990,165,1990-06-14,216.3367,144.2245,469.4764,93.8953
"L","Paul Lake",1990,166,1990-06-15,238.0745,158.7163,411.3675,82.2735
"L","Paul Lake",1990,167,1990-06-16,217.0412,144.6942,327.4690,65.4938
"L","Paul Lake",1990,168,1990-06-17,296.0836,197.3890,526.8382,105.3676
"L","Paul Lake",1990,169,1990-06-18,324.1474,216.0983,599.8318,119.9664
"L","Paul Lake",1990,170,1990-06-19,302.7759,201.8506,539.9788,107.9958
"L","Paul Lake",1990,171,1990-06-20,283.3395,188.8930,560.9622,112.1924
"L","Paul Lake",1990,172,1990-06-21,264.7199,176.4800,512.5522,102.5104
"L","Paul Lake",1990,173,1990-06-22,231.1282,154.0855,384.1100,76.8220
"L","Paul Lake",1990,174,1990-06-23,218.9892,145.9928,465.4695,93.0939
"L","Paul Lake",1990,175,1990-06-24,196.0097,130.6731,433.5891,86.7178
"L","Paul Lake",1990,176,1990-06-25,178.2236,118.8157,381.1338,76.2268
"L","Paul Lake",1990,177,1990-06-26,184.7223,120.2843,387.3689,76.3826
"L","Paul Lake",1990,178,1990-06-27,193.2668,122.9879,368.6876,71.6892
"L","Paul Lake",1990,179,1990-06-28,193.8280,120.6041,328.4840,62.9969
"L","Paul Lake",1990,180,1990-06-29,203.4908,123.8640,411.2242,77.7992
"L","Paul Lake",1990,181,1990-06-30,209.0194,124.5222,422.1346,78.7984
"L","Paul Lake",1990,182,1990-07-01,217.8972,127.1067,418.8677,77.1599
"L","Paul Lake",1990,183,1990-07-02,224.6749,128.3856,425.1769,77.3049
"L","Paul Lake",1990,184,1990-07-03,231.6730,135.1426,441.1644,81.2671
"L","Paul Lake",1990,185,1990-07-04,240.1588,143.0733,444.1264,82.9036
"L","Paul Lake",1990,186,1990-07-05,246.7365,150.1875,429.8075,81.3149
"L","Paul Lake",1990,187,1990-07-06,246.6770,153.4879,496.7867,95.2741
